,Review,Rank
0,마침내 왜구와 헤어질 결심… ,10
1,조선이 그렇게 만만합니까? ,10
2,이렇게 짜릿한 승리의 기록을 영화로 두고두고 남기지 않을 이유가 있을까 전략의 힘도 있지만 배 안에서 노를 젓던 민초들의 땀방울을 기억하라 ,9
3,이건 무조건 극장에서 봐야함 ,10
4,일본 사람들은 이 재미를 알까 ,10
5,"하늘엔 탑건, 바다엔 한산. 웅장함과 벅찬 감동은 덤이네요. 부모님과 한 번 더 봐야겠네요. ",10
6,"박해일이 연기한 이순신 감명 깊었습니다,, 거북선 등장할 때 소름! ",10
7,후반을 위한 빌드업이 흥미진진했고 전투씬 자체만으로 극장에서 볼 가치는 충분 ,10
8,진짜 이 영화에 얼마나 정성을 쏟았는지 그 노력에 박수를 쳐주고 싶다. N차각 ,10
9,"욜라 재밌네, 학익직은 무조건 큰 스크린에서 봐야되네 무조건이다 !! ",10
10,아니 댓글에 조선수군은 거의 안죽던데 아무리 대첩이라도 너무 국뽕인거 아니냐 라고 하던데실제 역사에서 조선수군 사상자 3명 왜군 사상자 8천여명  입니다 좀 알고 깝시다 ,10
11,장군!! 늦었지만 이제라도 5만원권으로 들어가소서 ,10
12,"흥미로운 점은 영화가 적군인 와키자카의 시점에서 서술된다는 것이다. 때문에 왜군의 상황은 파악 가능한 반면 조선군의 전술은 완벽히 알아채기 힘들다. 와키자카가 조선군의 작전, 거북선이라는 히든카드까지 파악한 상태로 ...",9
13,뭐야. 장이수 조선족이라더니 진짜 조선에서 온거 였냐고.. ,10
14,나 애국자였네 거북선은 진짜 한국인의 자랑인듯 ,10
15,국뽕이 차오르다못해 치사량수준입니다 ㅋㅋ이순시장군님 만세!! ,10
16,"명량에 비해 군더더기 뺀 전쟁영화.여름영화시장의 승리자가 될게 확실하다.인물들은 건조하게, 전쟁씬은 묵직하게 보여줄것만 보여준다. 불필요한 감동유발장면이 없다. 첩보전같이 보여주는 초반부는 취향따라 갈텐데 스피디한 ...",9
17,"대통령은 아베 조문을 가고, 조선총독 관저를 복원하려 하는 이시대에 이순신의 영화는 경종을 울린다 ",10
18,이순신은 국뽕이 아니라 더 과대평가해도 모자랍니다 국뽕거리는 사람 역사공부좀 하시길 ,10
19,바다위의성....! 발포하라..! 선회하라..!가 머릿속을 맴돈다 ,10
20,"""의(義)와 불의(不義)의 싸움에서 의(義)를 향한 한마음, 그거면 된 거지..."" 이 말에 이 영화의 메시지가 담겨 있습니다. 절체절명의 위기에 처한 나라를 구하고 의(義)를 지키기 위한 이순신과 수...",10
21,"이순신 장군님과 거북선, 학익진 말해 모해….. 후반부 해전씬은 진짜 우리나라 영화상 역대급 스케일과 퀄리티로 나왔다ㅠㅠ 이건 무조건 포맷별로 N차각ㅠㅠ ",10
22,거북선 등장장면에서 울컥했다... 순간 정적.. 그 후 휘몰아치는 그장면 정말 인상적이다. ,9
23,진짜 국뽕… 오지게 취해서 갑니다..진짜… 그냥 보는동안 입 벌리고 봄…진짜… 이순신 장군님이 있었기에 지금에 우리가 있다고 생각합니다… 대한민국 짱….♡ ,10
24,1편에 비견할만하다. 충분히 영화관에서 돈주고 볼만하다.개인적으로 1편보다 낫다. ,10
25,박해일 마침내 천만... 천만이 될 조짐이 보임. ,8
26,범죄도시 조선족 형님이거북선 제조하니 적응이 안되네 ㅋㅋㅋㅋ ,9
