,Review,Rank
0,유해진과 류준열 두 배우의 광기가 가득찬 연기로 118분간 스크린을 제대로 찢어놓은 수작! 왕으로 열연한 유해진 배우의 대변신에 뜨거운 박수를 보낸다! ,10
1,연출이 정말 미쳤어요.. 입봉작이라던데 앞으로가 기대되는 감독입니다 ,10
2,진짜 재밌음... 믿고보는 유해진 류준열  모든 배우연기는 말해 뭐함 너무 잘함 ,10
3,미쳤다.... 블랙팬서로 받은 상처 한번에 치유댐.... 어쩌다 외국 대작으로 상처받고 한국영화로 치유받는 지경에 이르른 것이냐... ,10
4,2022년 하반기 최고영화 완전잼있어요 ,10
5,배우들이 연기를 잘해서 몰입도가 상당하네요! 재밌게  봤어요! ,10
6,사극인데 이렇게 흥미 진진한게 가능하네요 너무 재밌어요 중후반부에 미친 ,10
7,팩션 사극과 스릴러의 옳은 만남 ,10
8,정말 재밌습니다 오랜만에 시간가는줄 모르고 봤네요 ,10
9,"스토리, 배우들의 연기력 모두 대박 너무 재밌다 ",10
10,평이 좋아서 봤는데 기대만큼 재밌었다! 빛과 어둠을 이용한 연출이 일품. 특히 관객에게도 소현세자의 죽음을 미리 보여주지 않고 소리와 손짓으로만 상황을 파악하게 하여 앞이 보이지 않는 주인공에 이입하도록 하다가 불이...,9
11,'그 장면'에서부터 출발하는 스릴러가 압도적 ,9
12,캬 중간에 불꺼지면서 씬바뀌는장면에서 소름돋음ㅋㅋ ,9
13,세자가 죽어갈 때 부터 몰입도가 엄청 생겼습니다. 연기자들의 연기에 쫄깃쫄깃한 긴장감이 아직도 생생해요. 겁이 많은 편인데 영화보는 내내 심장이 터질듯이 쿵쾅거렸네요. 전 정말 재밌게 봤습니다. ,10
14,세자 역으로나온 김성철? 연기넘잘하더라구여 ,8
15,불빛이 꺼진 후의  ‘그 장면’에서 소름이ㄷㄷ쫄깃한 연출이 백미! ,10
16,류준열은 진짜 멋진 배우가 되었다.표정없이 있어도 감정과 분위가 살아난다. ,8
17,치사하게 왕을 얼굴보고 뽑음 ,8
18,한번 더 볼까 생각한 영화는 처음이다 왜 유해진 류준열 하는지 알거같아요 ,10
19,올해 본 영화 중 최고 그냥 미쳤다 ,10
20,와지렸다 올해 한국영화 베스트 ,10
21,영화 보는내내 심장이 쫄깃하고 미춰버리는줄ㅜㅠ 혼자 울컥하고 혼자 긴장하면서 2시간이 20분 같았음 강추!!! ,10
22,솔직히 큰 기대는 안했었는데 요즘 본 영화 중에 가장 재밌게 봤어요! 긴장감도 높고 배우분들 연기도 대단하네요!! ,9
23,이야기의 힘이 대단한 영화 ,9
24,류준열이 연기를 좀 심각하게 잘하네요ㅠㅠ ,10
25,유해진배우님의 디테일한 연기에 놀랐습니다.워낙 코믹연기이미지가 강해서 인조역을 잘 소화할까 싶었는데 한낱 기우였네요.훌륭한 연기력 멋진배우! ,10
26,"실제 역사에 상상력이 더해진 영화입니다. 너무 고증을 따지지 않고 보시면 스릴있고 재밌는 영화에요 :)초반이 살짝 지루할수도 있지만 중반부터 끝까지 스릴 넘쳐서 시간 가는줄 몰랐어요. 류쥰열,유해진님의 섬세한 연기 ...",10
27,"올해 본 영화 중 가장 재밌었습니다.소재도 참신하고 스토리도 좋았어요. 무엇보다 류준열 연기 진짜 극에 달했다고 느꼈어요. 연출, 긴장감 다 잡았네요.이게 감독님의 첫 작품이라니. ",10
28,"연출,연기,미장센 뭐하나 놓치고 가는게 없는 영화.오랜만에 눈도 귀도 즐거운 영화를 봄.인조의 광기를 잘 나타낸 유해진과 맹인 연기의 디테일함도 그렇지만 경수의 감정의 흐름을 너무나도 잘 표현해내며 숨가쁘게 마지막까...",10
29,"영화 <올빼미>가 날 울렸다. 류준열, 유해진 등의 배우들의 연기가, 눈빛이, 대사가 어둠 속에서도 빛난다. ",10
30,유해진의 왕연기는 어떨까 궁금했는데 너무 소름돋고 카리스마있다 ㄷㄷ ,10
31,이렇게만 만들면 한국영화 매번보@지 ,10
32,영화 잘봤습니다 영화 잘봤습니다 ,8
33,이 영화에서 민초따위 아랑곳 없이 좌우 똑같은 위정자들과 입마개를 세뇌당하는  국민들을 봤다.깨어있지 말라 주입시키는... ,9
34,"관상, 광해 등등 같은 영화 좋아하는 사람 추천너무 재밌게 봤습니다.. ",10
35,걍 미쳤음 오랜만에 제대로된 한국영화 봄… 다시 보고 싶은 장면이 몇개 생각나서 다음주에 또 보러갈거임 ㅠ ,10
36,관상 이후로 최근 본 사극 중 단연 최고류준열 눈동자 연기와 믿고보는 유해진의 왕 연기는 탁월했다!!기생충에 나온 눈 큰 아저씨땜에 빵빵 터졌다ㅋ연출이 정말 기가 막혔다ㅠㅠ간만에 시간가는줄 모르고 봄ㅋ또보라고 하면 ...,10
37,이건 올해 영화 중에서도 최상급이다. 너무 재미있고 연기가 너무 좋다! ,10
38,서론은 달포가 걸렸으나 그 뒤로는 휘몰아친다. ,10
39,오랜만에 제대로는 한국영화네 ,10
40,느슨해진 감각에 오랜만에 긴장감을 주는 영화 ,8
41,보는 내내 긴장이 되어서 손이 덜덜 떨리고 손발이 차가워졌습니다 .. 류준열 배우의 연기가 정말 대단했어요 ! 영화에 별 기대 없이 보러 갔는데 심장 쫄깃 쫄깃한 영화입니다 역사를 배경으로 한 영화들은 개인적으로 다...,10
42,진실을 말하면 목을 비트는 세상..지금이나 그때느 ,10
43,간만에 뛰어난 사극 한편 나왔네요. 배우들 연기 미쳤구요. 스토리 연출 장난 아닙니다. ,10
44,"처음으로 15000원이 아깝지 않은 영화였음. 스토리, 연기 처음부터 끝까지 탄탄하고 무엇보다 류준열님 연기력을 재평가할 수 있었던 좋은 시간이였습니다. 부모님도 인정한 영화이니 꼭 영화관에서 긴장감 느끼셨으면 좋겠...",10
45,다 아는 뻔한 이야기를 이렇게 재밌게 만들 수 있다니... 촛불을 활용한 연출과 배우들 연기에 감탄했어요 올해 본 한국영화 중 최고에요 ,10
