,Review,Rank
0,"콘래드, 아빠 말 좀 들어라 ",7
1,볼드모트는 도대체 다리가 왜 나은거지 ,8
2,재밌게 배우는 1차 세계대전 ,9
3,나쁘지는 않은데 이게 킹스맨이 맞나? ,6
4,"오락성으로만 평가하긴엔 역사적배경에 킹스맨의 배경까지 의미있고 필수적인 내용이 있었다고 생각합니다. 4도 기대해볼만 하네요. 제발 킹스맨 1,2 팬들이라면 믿고 보러가세요. 그래야 이 명작 시리즈가 안끊겨요! ",10
5,갠적으로 라스푸틴 액션씬이 젤 좋았음 ,7
6,"와… ㄹㅇ로 액션도 지리고, 스토리도 지리고 시간이 가는줄 모르고 봤네요! 1차대전에 잘 녹아든 스토리도 너무 좋아요 ㅎㅎ ",10
7,위대한 시작에는 아버지의 아들에 대한 사랑이 있었다 ,8
8,킹스맨 시리즈만의 화려한 액션과 B급 감성이 부족해 아쉬웠지만 배우들의 매력을 느낄 수 있는 영화 ,9
9,굳이 킹스맨일 필요 없었던 이야기입니다 전작의 팬들에게는 몹시 실망스러운 결과물로 보일 확률이 높습니다 진중한 분위기는 맘에 드네요 ,8
10,콘래드가 주인공인 줄 알았다가 충격 ,9
11,라스푸틴의 발레를 응용한 액션...캬... ,8
12,평점이 낮을이유가 전혀없습니다 너무재밌습니다 스파이더맨보다 더 강추 ,10
13,매튜 본 감독이 킹스맨 1이 성공한 이유를 아직까지 모른다는 루머가 사실인 것 같다. ,6
14,1차세계대전 역사 알면 재밌다. 액션씬도 좋다.히어로 나와서 레이저 뿅뿅 쏘는것만 액션이 아니다. 이 영화에 액션이 없다고 하는 사람은 액알못인데? ,10
15,ㅎㅎ 병맛이 킹스맨의 매력인데 ㅎㅎ 당황스럽게 ㅈㄴ 진지해 ... ,7
16,킹스맨 로고만 지우면 아무도 킹스맨 영화인지 모를 듯 ,5
17,재기발랄함은 줄이고 처절함은 살린 완벽한 프리퀄 ,10
18,헉 관람객 평이 나쁘네요ㅠ 연말 극장에서 보기 좋은 영화였어요 기존 킹스맨이랑 느낌 다른 건 시대상 감안하면 어쩔 수 없었다 생각... 아들램존잘ㅎ ,9
19,킹스맨이라는 프랜차이즈 때문에 저평가 되는듯 세계사 좋아하면 더 재밌음 ,10
20,"개인적으로 좋았는데, 다만 중간에 1917을 보는지 킹스맨을 보는지 착각함 ㅋㅋ ",10
21,1차세계대전 배경지식이 있으면 즐길만하다 ,8
22,B급 감성 어디갔어...하지만 작은 양을 건드리면 아주 ㅈ되는 겁니다. ,7
23,"이전 킹스맨 1,2를 기대하고 보면 실망 할 수 밖에 없이 지루함 하지만 더 큰 서사를 위해서 반드시 필요했던 영화라고 생각됨 ",10
24,기존의 킹스맨과는 결이 다른 느낌이지만 이번 편은 이번 편대로 볼만했음 ,7
25,1편보다 모자라고 2편보다 낫다 ,6
26,"킹스맨의 가면을 쓴, 역사, 전쟁 영화.킹스맨의 너무 가벼운 느낌을 적절하게 잘 덜어냄. 개인적으로 1, 2편 생각하고 가벼운 마음으로 갔다가, 진지하고 무거운 분위기에 뒤통수 맞고 아주 재미있게 봄. 실제 역사의 ...",9
27,"킹스맨의 기원을 다룬 영화, 라스푸틴은 멋졌고 쿠키영상은 1개 ",7
28,랄프파인즈 젠틀맨 멋짐에 반했습니다. 킹스맨 특유의 스타일리시하고 약간의 b급 화려한 액션은 여전히 살아있네요. 라스푸틴 ..대단했습니다 ,10
29,"세계사로 보는 킹스맨사, 킹스맨사로 보는 세계사. 이 장엄한 시작에서 어떻게 1,2같은 광기 똘끼 병맛으로 이어졌는지 의문 ",8
30,킹스맨이라는 이름을 달고 나오지 않았다면 평점이 좀더 올라갔을지도 ,2
31,기존의 킹스맨과는 약간 다른 분위기지만 저는 스토리텔링에 무게룰 둔 이번 작품이 더 좋았어요. 반전 메시지도 좋았고 ,8
32,결론으로 가기까지 너무 긴 빌드업 과정 . 그래도 재밌게 봤다 ,8
33,영화적 재미가 없다고는 할 수 없는데 아무리 대체역사물이라도 지켜야할 선은 있는 법. 스코트랜드인들은 이 영화를 보고 무슨 생각을 할까. ,6
34,"개인적으로는 스파이더 맨 보다 제 취향에 가까웠으며, 킹스맨 답지 않다고 하더라도 이 자체로 만족했습니다. ",8
35,나쁘지 않았음. 세계대전을 스토리에 이렇게 녹여낼줄은... ,9
36,누가 재미없다했냐… 기대 안하고 가면 존잼인 영화 ,10
37,내가 진짜 킹스맨 보다가 펑펑 울 줄 누가 알았겠냐구 ㅠㅠ  콘래드 첨엔 말안듣는 철부지인 줄 알았는데 뒤로 갈수록 콘래드랑 옥스포드 서로 너무 다 이해돼서 맴찢ㅠ ,10
38,우리가 원하는 걸 하나도 안 보여주네 ,4
39,덕분에 앞에시리즈도 다시봄 ,10
40,"공상과 자만이 아닌, 성의와 용기에 기반한 진정한 신념을 지닌, ""진짜"" 음지에서 일하고 양지를 지향하는 이들의 탄생사 ",10
41,와 평점이 8이 안되길래 안보려고 했는데 저는 2보다는 더 재밌었어요 혹시나 저처럼 누가 평점땜에 안볼까봐 10점 ! ,10
42,기대 이하입니다 ,5
43,"킹스맨에 대한 악플이 너무 많아서 기대를 덜하고 봤는데 정말 꿀잼이었음...킹스맨 전작들에 비해 완전 멋진 신사의 액션보단 랄프 파인즈만의 매력적이고, 음악에 맞춰 펼쳐지는 액션씬 또한 일품!! 역사 관련 서사가 펼...",10
44,좀 많이 지루하더라구요... ,6
45,이전 시리즈랑 결은 조금 다르지만 오히려 역사에 기반한 팩션이 좋았음. 그리고 B급컨셉은 약해졌더라도 지금같은 느낌으로 후속작 나와도 좋을것같음 ,9
46,소재는 참 좋은데 스토리진행이 지루하네요...킹스맨 특유의 매력이 없어졌어요.... ,6
47,킹스맨은 역시 킹스맨이였다ㅠㅠ 전작 너무 재밌게봤어서 기대 엄청했는데 간만에 극장가서 너무 재밌게 봤어요!! ,10
48,군대가고 싶어 안달난 미성년자와 절대 못 보내는 아버지의 이야기 ,6
