,Review,Rank
0,청산해야 할 때 청산하지 않으면그 오염된 정신에서 온갖 변종들이 증식하고세상을 잠식하기 마련이다. ,10
1,주제도 좋은데 은근 웃겨서 몇장면 웃음 터짐ㅋㅋㅋ그리고 주연배우들 연기가 너무 좋았음ㅋㅋ 결말 호불호 예상되는데 영화로만 보고 끝내고 싶다면 모르겠지만 현실에서 앞으로 나아갈 길에 대해 고민하게 한다는 점에서 높은 ...,10
2,이성민의 연기는 언제나 놀랍다 ㄷㄷ 남주혁과의 케미도 최고!! ,10
3,"남주혁 이성민의 호연 두 배우가 연기를 잘하고 답답함 없이 사이다 같은 스토리 이일형 감독 연출에 박수를,, 리멤버 N차 하러갈게요 역사를 잊은 민족에게 미래란 없다 영화관가서 봐야하는 영화입니다 ",10
4,영화는 관객의 공감을 얻기 위해 많은 노력을 기울인다. 그러나 '리멤버'는 필주라는 인물 그 자체로 관객을 영화 속으로 빠져들게 한다. 그의 행동에 대한 당위성도 필요 없다. 그의 복수는 이미 우리 피...,10
5,연기가 좋았고 막 지르는 쾌감은 있네요. ,7
6,시사회로 잘봤습니다~~ 개봉했으니 한번더 보러가려구요 연기 최고에요!! ,10
7,지난주 일요일 매가박스에서 유료 시사로 관람했는데 돈아깝지 않게 봤습니다! 너무 재미있었어요 ㅎㅎ ,10
8,영화 재밌게 잘 봤습니다 ,8
9,오랜만에 재밌는 영화봐서 기분 좋았음! ,10
10,친일파 처단 못한게 역사의 큰 과오임ㅠㅠ ,10
11,"댓글에 정치적인 영화라고 하는게 있었는데, 내가 볼 땐 전혀 정치적이지 않다. 우리의 역사, 그리고 가족과 우정에 관한 이야기. 많은 것 들을 생각하게 하는 좋은 영화. ",9
12,그냥 그 시대를 살았다고? 올바른 선택을 한 사람들도 있었다 ,10
13,후반부에 엄청 눈물이 나더라구요…이성민 연기도 연기지만 남주혁 캐스팅 정말 잘한것 같아요 천연덕스럽고 꾸러기스러운 캐릭터 참 착한 캐릭터 잘 살렸어요ㅠㅠ 너무 재밌게봤어요! ,10
14,과거의 사실을 잘 기록하고 기억하여 후대에 전해주는 것이 우리의 책임 ,10
15,젊은세대가 일제를 겪으신 세대를 이해하는데 도움이 될거같아요어느나이때든 보시면 후회없을 영화에요 ,10
16,그들은 아직도 죄값을 치르지 않고 이 시대를 살아가고 있다... ,6
17,"영화를 통해 뭘 말하고 싶은지 알 것 같아요. 이걸보면 양심에 가책을 느끼는 사람들이 많겠네요. 이성민 배우님이 제일 고생 많으셨을테고, 남주혁 배우님 팬이라 보게됐는데.. 항상 응원합니다! ",10
18,무거울수 있는 주제를 인규라는 20대 청년의 시각으로 좀더 쉽게 따라갈 수 있게 구성한점이좋았다. 두 주연배우의 연기가 완벽했다.남주혁 배우의 연기력이 기대이상이었다. ,10
19,별 기대안하고 봤는데 오랜만에 만족하고 나온 영화 ,10
20,이성민 남주혁 이 멤버 ‘리멤버’ ,10
21,전진짜 너무 재밌게봤어요. 근데 관객수가 왜이래..? ,10
22,강제징용의 역사를 생각하게 하는 영화는 많으나 이렇게 다른 면에서 바라본건 꽤나 신선하면서 인상깊고 강렬했다 ,10
23,두 배우 케미가 너무 좋아요.. 즐겁고 찡하게 잘 봤습니다 ,10
24,"기대않고 갔는데, 두시간이란 러닝타임이 전혀 지루하지 않고, 배우들의 연기와 긴장감 있는 연출에 끝까지 몰입하며 볼 수 있었네요. 오늘을 살고 있는 우리가 지금 꼭 봐야할 영화입니다. ",10
25,개인적으로 공조보다 더 재미있었습니다.재미와 스토리 모두 챙겨 집중력을 끌어오는 영화! ,10
26,제 점수는 10점입니다. ,10
27,이성민 남주혁 두 분 다 연기가 너무 훌륭하고 긴장감 넘치는 연출에 시원 시원한 한 방들이 모여 완벽한 영화가 태어났네요!!너무 무겁지만은 않게 코믹 요소도 있어서 더 즐겁게 봤습니다! 개인적으로 적은 분량이지만 코...,10
28,이성민 연기 정말 좋네... 영화 내용이나 몇 가지 설정이 다른 영화에서 본듯한게 아쉽긴 하지만 전반적으로 괜찮았음!! ,8
29,이성민 연기는 볼수록 대단해요 ,10
30,과거를 제대로 청산해야 되는데 그러지 못한 현실이 너무 안타깝다. ,9
31,"좋은 날에 봐서 감명 깊었던 내용이네요, 잘봤어요 ",10
32,주제도 좋고.. 스토리도 뻔하지 않아서 좋다. ,10
33,"연기도 매우 좋고, 중간중간 웃긴 장면들로 인해 너무 무겁지 않아서 좋다. ",10
34,박근형 배우님의 대사를 리뷰에 동일하게 쓴게 몇몇 보이네요 이래서 청산을 곧바로 했어야 하는 아쉬움뿐 ,9
35,난 참정권으로 친일파 척결 ,8
36,이성민의 연기 대단합니다 ,10
37,무거운 주제를 재미와 잘 섞어 풀어냄 꼭 봐야하는 영화는 아니더라도 보면 좋을 것 같음 ,10
38,일제 청산을 하지 않은 우리 민족의 과오가 현대까지 이어지는 아픔으로 ,9
39,노인이 주인공이지만 그 어떤 액션물보다 후련하다 ,7
40,첨엔 별 기대 없이 봤는데 정말 좋았음ㅠㅠ ,8
41,신파가 없어서 더 먹먹한 영화. 진짜 현실에서 일어날법 하고.... ,10
42,이성민 연기 대박.. 영화가 무거운 주제임에도 불구하고 중간중간 웃음 포인트들도 있어서 착 가라앉지않고 긴장감도 있고 좋았다. 영화의 완성도를 떠나서 많은 점수를 주고싶은 이야기.. ,9
43,옛날이야기다라며 그마음이 잊혀지는데 이영화 잊으면 안됀다 피의 복수 라는 주제에 죗값을 치르지 않은 가해자를 처단한다 너무 시웠했어요 명연기 배우님들 덕에 몰입하며 활활타올랐습니다 깨달음도 얻고 재밌었어요 ,8
44,영양가 있는 영화는 봐줘야지 ,10
45,일제 시대의 친일파 일본인에 대한 복수극재밌네요 ,10
46,"한개인의 복수를 통한 상쾌함, 세대분열이 아닌 공감, 무거운 주제지만 때론 웃으며 볼수 있었던,.덤덤한 표정속에 목표를 향한 단단함, 눈물 한방울까지^^ ",10
47,좋았습니다. 메세지가 있는 영화입니다. ,8
48,영화지만.. 진실을 말해주는 것만으로도 감사해요! ,8
49,시대의 아픔을 잘 녹여낸 영화.  연기 좋다. ,10
50,어떻게 보면 이성민 배우님의 당연한 듯한 멋진 연기들을 색다른 방식으로 보여준다는게 너무나도 좋았다... 그의 이미지와는 달라도 너무나도 다른 모습이었는지라 이게 그의 저력이구나 그리고 감독님의 의도였구나 라는게 온...,9
51,다시한번더 생각해볼수 있는 영화두배우의 연기가 너무 좋아요 ,10
52,두 배우의 조합이 좋았습니다 이성민씨야 워낙 연기력으로 유명하시고감독이 남주혁씨에 대해 말했던 '진짜처럼 보이는 연기' 라는 말에 공감 되더군요. ,10
53,너무통쾌하고 재밌다 남주혁도 귀엽다. ,10
54,스토리가 매우 탄탄하고 배우들의 연기도 훌륭하다 ,9
55,"와.. 저는 사실 무슨 내용인지, 무슨 장르인지, 다른 배우들은 누가 나오는지도 모르고 그냥 주혁선배 보러 간거거든요.. 근데 일단 주혁선배 미모 때문에 눈 너무 절겁고 긴장감 미쳤고 스트레스가 풀리다가 스트레스를 ...",10
56,많이 잊어버린 지난 근현대사의 역사를 적나라하게 집어 낸다. 그리고 다시 리멤버하게 해주는 영화. ,9
57,과거를 잊은 민족에게 미래는 없다. 미래로 나아가야하지만 우리들은 과거를 기억해야한다. 그래야 똑같은 실수를 반복하지 않기때문... 주제의식이 명확한 영화이다. ,10
58,60년 세월을 뛰어넘는 프레디와 제이슨의 케미가 좋았습니다.이성민 배우는 80대 알츠하이머 환자 그 자체!!웃음도 있고 긴장감도 넘치고 너무 재미있습니다. ,10
59,꽤 무거운 내용을 지루하지 않게 잘 풀어냈습니다. ,8
60,,10
