NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1492,씨받이:돌아온 탕녀,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200307,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1493,아내 대신 장모,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200207,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1494,아내를 부탁해:남편 앞에서 즐기다,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,20200529,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1495,아내와 내 친구들-무삭제,최재후,(주)나우콘텐츠,,(주)나우콘텐츠,20200519,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1496,아내와 처제-확장판,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,20200225,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1497,아내의 남자들,히로아키,,(주)플라이어,(주)플라이어,20200519,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
1498,아내의 남자친구,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200409,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
1499,아내의 남자친구-무삭제판,오자키 히로코우지,,,(주)플라이어,20200901,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1500,아내의 봉사,토미죠 타로,,,(주)영진크리에이티브,20201021,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1501,아내의 세계,왕지방,(주)메이크아트,,(주)메이크아트,20200626,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1502,아내의 알바는 비밀마사지,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200302,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1503,아내의 애인 3,김환,(주)영화사가을,,(주)영화사가을,20200224,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1504,아내의 욕구불만,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,20200423,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1505,아내의 욕정난 지스팟,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200103,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1506,아내의 음탕한 비밀,토미죠 타로,,,(주)영진크리에이티브,20201207,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1507,아내의 친구 : 아내 몰래 섹스한 날 무삭제,최민현,(주)영화사가을,,(주)영화사가을,20201102,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1508,아내의유혹-무삭제,천성준,에이원 미디어,,에이원 미디어,20200108,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1509,아는사이,에로핑,비스킷미디어,,(주)메이크아트,20201120,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1510,아들의 끼부리는 여자,사이유키,,,(주)영진크리에이티브,20201022,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1511,아들의 여자 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,20200304,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1512,아랑의 은밀한 성감대 - 무삭제,성기만,스마일컨텐츠,,스마일컨텐츠,20200709,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1513,아랑의은밀한성감대,성기만,스마일컨텐츠,,스마일컨텐츠,20200518,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1514,아메리칸 호러 스토리: 메리메이커의 살인자,,,(주)영화사 안다미로,(주)영화사 안다미로,20200305,개봉영화,장편,미국,1,1000,1,0,0,공포(호러),15세이상관람가,일반영화
1515,아빠와 딸 그리고 딸의 친구들,이지은,(주)메이크아트,,(주)메이크아트,20200611,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1516,아이덴티티: 11번째 환자,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200703,개봉영화,장편,미국,1,5000,1,0,0,공포(호러),15세이상관람가,일반영화
1517,아일랜드 제로,,,주식회사 플릭스코,주식회사 플릭스코,20200626,개봉영화,장편,미국,1,6000,1,0,0,공포(호러),청소년관람불가,일반영화
1518,아주버님의 거친 매력,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200131,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1519,아주버님의 거친 매력 무삭제판,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200403,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1520,아주버님의 끝내주는 물건,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200724,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1521,아주버님의 끝내주는 물건 무삭제판,버드맨 텟페이,,,(주)영진크리에이티브,20201116,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1522,아줌맛,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200121,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1523,아트 오브 더 데드,롤프 카네프스키,,,주식회사 플릭스코,20201104,개봉영화,장편,미국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1524,악마의 오후,,,(주)컴퍼니엘,(주)컴퍼니엘,20200305,개봉영화,장편,이탈리아,1,1000,1,0,0,공포(호러),15세이상관람가,일반영화
1525,알.이.엠,,,(주)스토리제이,(주)스토리제이,20200104,개봉영화,장편,미국,1,2000,1,2000,1,스릴러,15세이상관람가,일반영화
1526,알라딘-램프의 신,,,(유)조이앤시네마,(유)조이앤시네마,20200107,개봉영화,장편,미국,1,1000,1,0,0,드라마,12세이상관람가,일반영화
1527,애비게일의 저주,,,(주)영화사 안다미로,(주)영화사 안다미로,20200810,개봉영화,장편,미국,1,1000,1,0,0,드라마,15세이상관람가,일반영화
1528,애원하는 유부녀,천성준,(주)케이피에이기획,,(주)케이피에이기획,20200605,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1529,애원하는 유부녀 무삭제,천성준,(주)케이피에이기획,,(주)케이피에이기획,20201104,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1530,애인 몰래 찾아온 집주인에게 복종,잠파,,(주)플라이어,(주)플라이어,20200227,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1531,애인:일본 유부녀들,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,20200109,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1532,애인공유,리차드 킴,(주)룬컴퍼니,,(주)액티버스엔터테인먼트,20201218,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1533,애인의 육체코디,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200103,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1534,애인이 생기면 하고 싶은 일,양호열,케이제이픽처스,,케이제이픽처스,20201019,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1535,애첩,리차드 킴,(주)룬컴퍼니,,(주)액티버스엔터테인먼트,20201224,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1536,야간학교 : 음란한 누나들의 아찔한 수업,,,,(주)온비즈넷,20201204,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1537,야하게 진찰하는 간호사,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200302,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1538,야한 누나들-커다란게 좋아,칸바라 이쿠토,,(주)영진크리에이티브,(주)영진크리에이티브,20200131,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1539,야한 며느리:타고난 명기,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,20200612,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1540,야한 방판녀:섹스교육,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200201,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1541,야한 짓:오늘은 무슨 자세?,토미죠 타로,,,(주)영진크리에이티브,20201004,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1542,야한 첫경험:남편 앞에서 간통,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,20200521,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1543,야한 첫경험:남편 앞에서 간통 무삭제판,하라다 칸토나,,,(주)영진크리에이티브,20200908,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1544,야한 치어리더는 옆집유부녀,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200502,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1545,야한며느리:땡기는 날,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200307,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1546,양아버지의 뜨거운 맛,"쿠로아카 긴조,사노 B사쿠",,,(주)영진크리에이티브,20201215,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1547,어른의 맛,히로아키,,(주)플라이어,(주)플라이어,20200211,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1548,어리고 이쁜 새엄마,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200122,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1549,어린 관리사 무삭제,최성은,(주)영화사히트,,(주)영화사히트,20200403,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
1550,어린 그녀 - 무삭제판,정태준,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,20201021,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1551,어린 누나 4 - 무삭제판,김태수,너바나 필름,,(주)컨텐츠 빌리지,20200520,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1552,어린 며느리2,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200207,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1553,어린 새엄마 길들이기,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200201,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1554,어린 와이프 무삭제,최성은,(주)영화사히트,,(주)영화사히트,20201017,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
1555,어린 이모 3 - 무삭제판,계장혁,모히또필름,,(주)컨텐츠 빌리지,20200415,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
1556,어린 작은엄마,최민현,(주)영화사가을,,(주)영화사가을,20200508,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1557,어린 작은엄마 무삭제,최민현,(주)영화사가을,,(주)영화사가을,20201124,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1558,어린 처제 4 - 무삭제판,계장혁,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,20200820,개봉영화,장편,한국,1,1000,1,1000,1,멜로/로맨스,청소년관람불가,일반영화
1559,어린 처형 3 - 무삭제판,정진호,모히또필름,,(주)컨텐츠 빌리지,20200408,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1560,어린 형수 5 - 무삭제판,최우성,컨텐츠레드,,(주)컨텐츠 빌리지,20200205,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
1561,어린과부 무삭제,한동호,제뉴어리이공 현프로,,제뉴어리이공 현프로,20201215,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1562,어린여동생2-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,20200603,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1563,어린장모2,이정석,스마일컨텐츠,,스마일컨텐츠,20200316,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1564,어린장모2-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,20200506,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1565,언니 남친 빼앗기,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,20200423,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1566,언니 남친 빼앗기 무삭제판,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,20200810,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1567,언니남친:속궁합이 궁금해,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,20200326,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1568,얼굴에 육덕둔부 들이미는 친구아내,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200130,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1569,엄마가 바람났어요,토미죠 타로,,,(주)영진크리에이티브,20201004,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1570,엄마의 사랑,한대위,(주)영화사가을,,(주)영화사가을,20201020,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1571,엄마의 유혹 2 무삭제,김민우,(주)영화사가을,,(주)영화사가을,20200515,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1572,엄마의 일기 - 무삭제판,최우성,컨텐츠레드,,(주)컨텐츠 빌리지,20200513,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1573,엄마의 재혼상대가 친구라니,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200403,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1574,엄마친구 2020,김환,(주)영화사가을,,(주)영화사가을,20200622,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1575,엄마친구 2020 무삭제,김환,(주)영화사가을,,(주)영화사가을,20201215,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1576,엄마친구 6 무삭제,김민우,(주)영화사가을,,(주)영화사가을,20200409,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1577,엄마친구 7,김춘수,(주)영화사가을,,(주)영화사가을,20201023,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1578,엄마친구 : 친구의 아들을 유혹하다,최민현,(주)영화사가을,,(주)영화사가을,20200429,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1579,엄마친구는 야한 여우,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1580,엄마친구와 만취한 밤,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200302,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1581,엄청 야릇한 옆집 거유녀,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200502,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1582,엄청 야한 새엄마,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200106,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1583,엄청센 남자모델의 손맛-전편,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1584,엄청센 남자모델의 손맛-후편,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1585,에어리언 대침공,,,(유)조이앤시네마,(유)조이앤시네마,20200123,개봉영화,장편,미국,1,1000,1,0,0,액션,15세이상관람가,일반영화
1586,에이전트 제이드 블랙,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200929,개봉영화,장편,미국,1,2000,1,2000,1,액션,15세이상관람가,일반영화
1587,에일리언 우주전쟁,월리스 브라더스,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20200302,개봉영화,장편,미국,1,5000,1,0,0,액션,15세이상관람가,일반영화
1588,에일리언 2020,,,(유)조이앤시네마,(유)조이앤시네마,20200107,개봉영화,장편,캐나다,1,1000,1,0,0,액션,15세이상관람가,일반영화
1589,엑소시즘: 귀신과의 대화,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200626,개봉영화,장편,포르투갈,1,5000,1,0,0,공포(호러),청소년관람불가,일반영화
1590,엔젤스 폴른,알리 자마니 에스마티,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,20200206,개봉영화,장편,미국,1,1000,1,0,0,액션,청소년관람불가,일반영화
1591,여관의 뜨거운 밤,이즈미 류지,,(주)영진크리에이티브,(주)영진크리에이티브,20200722,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1592,여대생의 AV 데뷔기,,,(주)빅콘미디어,(주)빅콘미디어,20200329,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1593,여대생의 AV 데뷔기 2,,,(주)빅콘미디어,(주)빅콘미디어,20200526,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1594,여동생,최성은,(주)영화사히트,,(주)영화사히트,20200218,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
1595,여동생 무삭제,최성은,(주)영화사히트,,(주)영화사히트,20200902,개봉영화,장편,한국,1,1000,1,0,0,기타,청소년관람불가,일반영화
1596,여동생과 여자친구들의 야한 키스,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1597,여배우의 섹스라이프,,,(유)조이앤시네마,(유)조이앤시네마,20200409,개봉영화,장편,태국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
1598,여사장 후리꾼,한동호,주식회사 플릭스코,,주식회사 플릭스코,20200813,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1599,여선생3 무삭제,최성은,(주)영화사히트,,(주)영화사히트,20200609,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화
1600,여선생의 금지된 방문교육,카즈마,,,주식회사 플릭스코,20200707,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1601,여성친구 무삭제,우기상,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,20201030,개봉영화,장편,한국,1,1000,1,1000,1,기타,청소년관람불가,일반영화
1602,여자 동창 : 우리 지금 할까?,한대위,(주)영화사가을,,(주)영화사가을,20201110,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1603,여자 동창들 : 친구 오빠와 섹스한 날,최민현,(주)영화사가을,,(주)영화사가을,20200605,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1604,여자 동창들 : 친구 오빠와 섹스한 날 무삭제,최민현,(주)영화사가을,,(주)영화사가을,20201215,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1605,여자 동창생들 무삭제,김종민,(주)영화사가을,,(주)영화사가을,20200407,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1606,여자 하숙집 4,구재은,(주)영화사가을,,(주)영화사가을,20201110,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1607,여자의 성욕,이즈미 류지,,(주)영진크리에이티브,(주)영진크리에이티브,20200826,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1608,여중개인과 폭풍우 치는 밤,마메자와 마메타로,,주식회사 플릭스코,주식회사 플릭스코,20200903,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1609,여친 언니 2 무삭제,한대위,(주)영화사가을,,(주)영화사가을,20200423,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1610,여친 엄마 4,최찬호,(주)영화사가을,,(주)영화사가을,20201111,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1611,여친의 새엄마,이정석,스마일컨텐츠,,스마일컨텐츠,20201211,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1612,연속절정 란제리부인,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200403,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1613,연애 완전 정복 - 무삭제판,김재현,(주)영화사 사계절,,(주)영화사 사계절,20200924,개봉영화,장편,한국,1,6000,1,0,0,기타,청소년관람불가,일반영화
1614,연애 : 아빠친구,김부곤,(주)영화사가을,,(주)영화사가을,20201020,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1615,연애 : 엄마친구 3,최찬호,(주)영화사가을,,(주)영화사가을,20201111,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1616,연애의 참견: 사랑 공포증,,,,(주)영화사 안다미로,20200826,개봉영화,장편,미국,1,1000,1,0,0,멜로/로맨스,15세이상관람가,일반영화
1617,열리는 누나들,김태규,P&미디어,,P&미디어,20200615,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
1618,옆집 누나 : 한번 줄까?,한대위,(주)영화사가을,,(주)영화사가을,20201110,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1619,옆집 사는 젊은 유부녀,잠파,,(주)플라이어,(주)플라이어,20200211,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
1620,옆집 자매,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,20201002,개봉영화,장편,한국,1,2000,1,0,0,드라마,청소년관람불가,일반영화
1621,옆집누나의맛-무삭제,천성준,에이원 미디어,,에이원 미디어,20200312,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1622,옆집대물:맛 좀 볼까,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,20200214,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1623,옆집부인과 달콤한 혼욕,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1624,옆집소녀4-무삭제,원명준,스마일컨텐츠,,스마일컨텐츠,20200813,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1625,옆집여자:지금 하고 싶어,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200206,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1626,옆집여자의 술버릇,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200610,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1627,옆집여자의 술버릇 무삭제판,버드맨 텟페이,,,(주)영진크리에이티브,20201017,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1628,옆집유부녀의 연속절정,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200403,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1629,예민한 모녀 무삭제판,성운아,(주)픽쳐레스크,,(주)픽쳐레스크,20201130,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1630,예비 사위 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,20200407,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1631,예비며느리,리차드 킴,(주)액티버스엔터테인먼트,,(주)액티버스엔터테인먼트,20200805,개봉영화,장편,한국,1,2000,1,2000,1,성인물(에로),청소년관람불가,일반영화
1632,예비신부의 첫날밤,히이라기 엔부,,,(주)영진크리에이티브,20201216,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1633,예쁜 며느리,,,비스킷미디어,(주)케이알씨지,20200228,개봉영화,장편,일본,1,1000,1,1000,1,성인물(에로),청소년관람불가,일반영화
1634,예쁜식모 감독판,리차드 킴,영화사 산들바람,,영화사 산들바람,20200805,개봉영화,장편,한국,1,2000,1,2000,1,성인물(에로),청소년관람불가,일반영화
1635,예쁜엄마,최성은,(주)영화사히트,,(주)영화사히트,20201030,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
1636,오늘만난 마사지사와 으흥흥흥,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200201,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1637,오르가즘 하숙집,김레이,P&미디어,,P&미디어,20200709,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
1638,오르가즘의 황금손 카미조선생,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200302,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1639,오빠가 너무해,최성은,(주)영화사히트,,(주)영화사히트,20200701,개봉영화,장편,한국,1,5000,1,0,0,기타,청소년관람불가,일반영화
1640,오션스 게임,,,(주)영화사 안다미로,(주)영화사 안다미로,20200727,개봉영화,장편,미국,1,1000,1,0,0,드라마,15세이상관람가,일반영화
1641,오일 마사지 해주는 이웃여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200623,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
1642,오피스텔: 친구애인,이하,(주)디에이치미디어,,(주)디에이치미디어,20201005,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
