,Review,Rank
0,야 너도 시나리오 쓸수있어 ,6
1,뇌를 뺑소니 당한 느낌이다. ,1
2,돈아까움.. 스토리가 개연성도 없고 등장인물들의 상황과 감정에 공감도 안감... ,1
3,"이영화가 제돈을 뺑소니해갔어요,, ",1
4,잼있게보신분..부럽습니다. ,1
5,감독이 좋은 배우들 데려다가 거하게 국밥 한그릇 말아드심. 절대 비추 ,2
6,알바 미친다 이딴영화에 10점을;; ,2
7,"진짜 안본눈 사고싶을정도로 노잼인데 사람들이 안믿어주네..ㅎ 돈 안아까우면 보러가세여,,, 이상하게 평점이 높네 진짜 알바가 많긴 많나보다;; ",1
8,일단 영화 내용에 중심이 없는 느낌. 그래서 진행자체가 난잡하다고 생각하게 됨. 그리고 내가 원래 슬픈 부분이 조금이라도 나오면 진짜 눈에서 폭포 흘리는데 감정씬에서 눈물이 1도 안나옴. 쫄리는 진행과 배우들의 연기...,1
9,이..이영화..뭐..뭐라고  하..하는 거지 하..하나도 못알아 듣게..겠어 그..그리고 재..재미도 어..없고 주..중2병 대사들이 너..넘쳐나..쿠..쿠키도 최..최악이야..보..보지마.. ,1
10,"저만 봤으면 됐어여,,피하세요 ",1
11,"진짜 최근 몇년간 본거중에 제일 재미없음.... 시간낭비... 30분이면 풀수있는 내용을 2시간넘게 질질끌면서 연출은 촌스럽고 앞일이 다 예상가고 온갖흥행요소(천재 주인공,걸크러쉬, 인수를펼치는아버지 등..)를 모아...",1
12,스토리가 너무 산만하고 결말도 산만하다 집중이 안됨  ~~ ,1
13,내 지갑이 뺑소니 당한 기분....  극한직업으로 정화시키러 갑니다..20000 ,1
14,별점알바푼거같아서 정정들어갑니다. 재미없고요 도중에 잤습니다도중에 샤이니 키 나오는줄 몰랐는데 갑자기나와서 당황했구요 그거 개그부분만 좀 웃겼습니다 그리고 잤습니다 판단은 알아서 ,1
15,뺑반보러 갔다  류준열 연기력에 반하고 나온 영화!!! ,10
16,출연배우들이 아까울 정도의 뻔하고 허술하고 늘어지는 스토리 전개..진심 중간에 빡쳐서 나가고 싶었던적은 처음인듯..정말 기대하고 갔는데 실망입니다. ,2
17,백종원골목식당이 더 재밋음 ,1
18,평점 알바 무엇?염력 창궐 다 피해갔는데이걸 못 피했다 ,1
19,배우들 연기 진짜 최고다 ㅋㅋㅋ 마지막에 류준열 조정석 진짜 미친사람들인줄 ,10
20,류준열은 진짜 또래배우 중에 독보적 연기력 ,10
21,조정석이 왜 부자가 됐는지 안나오는 등 전반적으로 스토리가뜸. ,1
22,다 비슷한가 보네 ㅋㅋ 생각보다 볼 만 하고 류준열 왤케 멋지게 나옴??? ,10
23,ㅋㅋㅋ어이없어서 댓글보는데 30일 오전9시경에 적은 댓글은 다 호평이넼ㅋㅋ 야이 알바들 주작들아 솔직하게 이야기하자. 이게 진정 재밌어? 나 중간에 나왓는데ㅋㅋㅋ 30일 개봉당일날 오전 9시에 조조로 보고온 정말재밌...,2
24,류준열의 연기 스펙트럼은 어디까지인가 보고 놀랐다 ,10
25,연기한 배우님들이 아까워요 진짜 스토리 개연성 1도 없었고 카레이싱 하는 것만 보고 왔네요 비오는날 유리코팅 잘됬던거 같은데 어떤제품인가요? ,1
26,알바 미친거임???? ,1
27,이성민 류준열 진짜 아빠랑 아들 같음ㅋㅋㅋ케미 굿굿 공효진 염정아 전혜진 걸크러쉬 쩔어요ㅋㅋ ,10
28,아니왜 평점2점이최저냐...진짜 극한직업봤다가 이거봤는데 완전...잠옴...이배우들가지고 이게최선이었냐?와진짜 재미없다 1년에 영화40편은보는데 최악임 ,2
29,다들 뺑소니당하고 중환자실에서 후기쓰나.. ,2
30,제가 리얼 염력 마약왕 다 피했는데 뺑반을 못피하고 정통으로 맞았네요 ,1
31,별말고 똥이 있다면 똥5개드림 ,1
32,형 말 들어라. 햇반 10개 사먹는게 더 이득이다. ,1
33,진심 너무 아까움아무내용도 없음 ,1
34,쓰레기 오브 쓰레기... ,1
