,Review,Rank
0,이 글을 보신 모든분들 인생 대박나고 가족 모두가 만수무강입니다 또한 복이 찾아오고 로또 대박납니다 ,10
1,미국 빡빡이랑 영국 빡빡이가 손잡고 나쁜 빡빡이 때려잡는 영화 ,10
2,홉스앤쇼 보러갔다가 여주한테 본격 입덕당하는 영화 ,10
3,나만 마담인가 마피아 처리하는 그여자가 젤이뻤냐 ,10
4,영화 계속 이딴식으로 재밌게 만들어봐라 아주 그냥 두번보고 세번봐서 혼쭐내줄고얌 ,10
5,분노의 질주 안 보신 분들 들어오세요 이걸로 시작하시면 됩니다 ,10
6,영화도 진짜 웃겼는데 까메오 때문에 진짜 빵터졌음 까메오는….읍읍읍 ,10
7,여주 진짜 존내 이쁘다..쇼 동생인게 믿기질않아 ,10
8,지금 상영중인 영화중에선 제일 재밌어요 여자주인공이 캡틴마블로 캐스팅 되었으면 좋았을거같다는 생각을 했네요 ,10
9,두 빡빡이도 멋지지만 바네사 커비의 매력에 입덕하게 만드네요 ,10
10,여주 왤케 이쁜겨?..ㅎㅎㅎ ,8
11,분질시리즈는 항상 옳습니다. 헤티 왜 이렿게 매력적임?ㅋㅋ 모스크바에서 살짝 나온 여인도 흑흑ㅠ ,10
12,구운 계란과 삶은 계란이 힘을 합쳐 맥반석 계란을 물리치는 영화 ,10
13,폴 워커가 그리운 건 나뿐인가... 폴 워커도 같이 출연했으면 좋았을텐데.... 홉스가 부족끼리 뭉쳐서 블랙 슈퍼맨(ㅋㅋㅋㅋ)이랑  싸운장면 아직도 잊지못한다 ㅋㅋㅋㅋ ,10
14,내 자리가 어디였더라 F1 F2 FUㅋㅋ~ 스핀오프치고는 액션 그리고 ost 모두 만족함~ 쿠키영상은 엔딩끝까지 있음~ 데드풀감독과 데드풀ㅋㅋ ,10
15,여주존멋 인정사정볼것없다 ,9
16,빡빡이 행님들 곧 보러 갑니다잉 ,10
17,와..분노 시리즈 중 감히 역대급이라 할 수 있다..어벤져스 이후로내 돈 주고 본 영화 중 아깝지 않은 영화였음;IMAX로 보면 더 좋을 것 같아서저녁에 IMAX 예매 또 했습니다; ,10
18,사모안 액션 완전 역대급;; 트럭 헬기 씬에서 제대로 지림 ㅠ ,10
19,영화관에서 꼭 보자 더이상의 말은 생략.. ,10
20,재밌다 노래도 흥겹고 액션도 좋고 여배우들 흐뭇 ,10
21,"역시 홉스앤쇼, 더하기 여주 액션 최고 ",10
22,여주랑 사귈래남주 10명 다 필요 없음 ,10
23,두빡빡이의 케미와 여주인공의 미모가 돋보임 ,10
24,더운날에 시원한 액션영화 보면서 잠시나마 더위를 잊는 영화였습니다. ,9
25,까메오 R씨랑 드웨인 존슨 제이슨 스타뎀 셋이 살면 안될까요? 암튼 이 날씨에 딱인 영화. 존트 속시원 ,10
26,와 이거 죽이네 ㅋㅋㅋㅋ ,10
27,"역시 두배우는말할것없고,쇼의여동생멋있고최고인것같다 ",9
28,스핀오프라서 분노의 질주 시리즈 안봐도 괜찮네요. 근데 이거 보니까 분노의질주도 한번 정주행 하고싶은 마음 ,10
29,분노한채 집으로갑니다 ,2
30,정말... 너무 지겨웠습니다. 왜 질주를 안하냐구요... 왜 주먹다짐이야... ,3
31,네이버 알바들아 장난하나 이거보고 10점이 절대 나올수가없음. 매번 챙겨봤는데 자동차씬 거의없고 배우간 쓸데없는말들이 많아서 재미없었다 스토리 감동도없는데 감동을 억지로 만드려고 함 그리고 아이언맨도 아니고 이상한 ...,1
32,누가ㅜ이거 역대급이래???사모아는 왠 뜬금포구...진짜 역대 시리즈중 망작입니다 지루해 죽는 줄 ,2
33,극노잼....1점도아까워 ,10
34,차 건물 다 때려부수네 ㅋㅋㅋ ,10
35,분노의 질주 이전 편 안봐도 너무나 재미있고 흥미진진합니다. 시간가는 줄 몰랐어요. 차량액션이 멋있어서 우와하고 여주한테 반해서 우와하고 나왔네요...!! ,10
36,믿고 거르세요 특히 분노의질주 시리즈 팬이시면 보지 마세요 분노가 치밀어 오릅니다 ,1
37,액션 연출이...더 세븐 상위호환 ,10
38,아니 진짜 개재밌음...음악 짜릿하고 액션씬 짜릿하고...특히 그 쇼친구 마피아 OO존예임 이세상 혼자 사나봄 ,10
39,홉스와 쇼의 캐미와 오토바이 액션이 일품 ,8
40,스케일요약 공장지대 산업단지 하나 날림 섬 전체에서 전쟁급 신선한 장면 많다 감독 아이디어가 좋은듯 시리즈중 역대급 스케일 박진감 스릴 액션 대박 내용도 괜찮아요 영화관에서 꼭 봐야할 영화 ,9
41,오리지날 시리즈 팬이라서 그런지 전 좀 별로네요....너무 많이 변했어 ,3
42,어마어마한 스케일...다음번엔 어떤 스케일로 놀래켜줄지 기대된다 ,9
43,이드리스엘바형 더락이랑 스타뎀 형들한테 꿀리지 않는 포스 지렸다 ,10
44,엄청나다... 분노 역대급 .. 사운드 빵빵한 곳에서 보삼..쿠키영상은 2개 .. 근데 안 봐도 무방함 ,10
45,어제까지 적이었던 둘은 환상의 콤비가 되었다.. ,10
46,여주 매력 쩐다!! 이쁘고 진취적이고 터프하고 노브라까지 이런게 진짜 걸크러쉬지!! ,10
47,분노의질주 시리즈중 최악이다 마지막 헬기씬빼고는 지루하다 무슨 말들이많아 내가 분노의질주보러온건지 액션영화보러온건지 알수없는영화 이름바꿔라 분노의질주 빼고  홉스&쇼 로!!!! ,3
48,약간 전작들하고는 다른 느낌이지만 그래도 재밌었다 이렇게 재밋는데 평점이 왤케 낮냐 진짜 재밌으니까 꼭봐라 난 또보러간다 ,10
49,끝 날 때까지 끝 난게 아니다. 끝나고 나서야  끝난줄 알았다. ,10
50,역시 분노의질주의 묘미는 빡빡이지. ,9
51,분노의 질주 본편도 아니고 번외편인데 가볍게 보기 딱 좋구만 ㅋㅋㅋㅋ 배우+액션+빠른 전개 개굿!!! ,10
52,아..역시 분노의 질주는 액션&Car&음악!! 시리즈중 최고다~ 여주 매력 터진다ㅋㅋ히어로물보다 훨씬 나은듯~ ,10
53,젠틀한 빡빡이와 와일드한 빡빡이의 말도 안되는 세계 구출 작전!!! ,10
54,빡빡이의질주 ㅋㅋ시리즈가 계속나오는이유 ,10
55,보 고 싶 닷 퇴근하고 가즈앗 ,10
56,드웨인존슨과 제이슨 스타뎀의 환상적인 액션... ,10
57,여름방학에 보기 딱 좋은 영화 시원시원하다 ,10
58,이번 시리즈도 역시 대박이네요ㅋ 아주 잼있게잘봣어요! 안보면 후회할 정도러 액션. 스토리 최고입니다 ,10
59,꾸르댐 그냐우분노의 짛주는 믿고봄 ,10
60,그냥 모든 액션을 다 때려넣었네 존잼 스트레스 뿌셔뿌셔 ,10
61,무조건 4d로 보세요 역시 두 빡빡이 형님들은 믿고 볼만합니다 ,10
62,제이슨 스타뎀 너무 좋아요~ 아주 시원시원하게 때려부셔서 스트레스가 다 풀림이요~ ,10
63,내가 좋아하는 wwe레슬러 나와서  더 재밋게 본 영화 ,10
64,빡빡이를 욕하면 저 배드애스 빡빡이들이 혼내주러 올 겁니다. ,10
65,분노의질주 시리즈는 재미없을수가 없지 ,10
66,볼영화 없어서 한동안 극장 못가다가 개봉하자마자 아맥으로 봤는데  진짜재밌었다 포디로 2차바로 예매함 ,10
67,말많은 카메오가 메인인 쿠키2개나옵니다.여러분의시간은 소중하니깐요 ,10
68,신나고 재밌고 긴장감 쵝오ㅋㅋㅋ 이런 영화 좋다구 ,10
69,진짜 잼남 ㅋ 코믹액션인줄 ㅋㅋ ,10
70,ㅋㅋㅋ빵터짐.데드풀스러운 감독의 센스.분노의 질주 느낌은 아니지만 잼남. ,10
71,거의 cg없이 촬영하신거 같은데..대단함..최고!! ,10
72,기대를 저버리지 않는 영화 ,10
73,그래도 분노의 질주는 최고의 시리즈 ,10
74,"믿고보는 F&F, 단 한번도 후회한적 없는 최고의 시리즈. ",10
75,믿고 보는 영화! 계속 나왔으면 좋겠음! ,10
76,말필요읍슴 보세요 짜릿합니다 ,10
77,유쾌 상쾌 통쾌하구만!!! ,10
78,스릴만점이고요 볼만한 영화 시리즈에요 ,10
79,기대하고 봤는데 역시는역시 눈호강했네요 ,10
80,최고네요 !역시 드웨인존슨형 ㅎ ,10
81,액션 죽여주네요 잼게봤습니다 ,10
82,ㅈㄴ웃김ㅋ컄ㅋㅋㅋ엌ㅋ ,10
83,드빡빡행님  제빡빡행님 빈빡빡행님이 빠졌네.ㅋㅋ ,9
84,여전히 화려한 액션들과 볼거리들로 보는내내 지루하지 않았던 액션무비 ,10
