,Review,Rank
0,보다가 중간에 잠들었는대... 꿈 내용이 더 재밌었음.. ,1
1,영화보는 내내 싸늘해서 4d인가 했더니 존망의 스산한 바람이 극장을 감싸는 것이었다. ,1
2,처음부터 엄마가 돈 졸라 많다고 말만 해줬어도 이런 개고생은 안했음. ,6
3,이글을 보시는분은 추석명절때 온가족이 화목해지고 대박나실겁니다..즐거운 추석보내세요 ,10
4,이거볼시간에 타짜1을 한번 더보겠다 ,2
5,2보다더 더 졸작인듯.. 이광수 엉덩이 나왔을때 걍 집을 갔어야했음 ,1
6,애꾸는 포커 치는거 단 한개도 안나옴 ㅋㅋㅋ 기술도 까치한테 배움 영미는 왜 도대체 갑자기 끌어들인거고??? 영화 내내 개연성이 단 1도없고 악역들도 도대체 왜?? 라는 반문밖에 안들고난 타짜2가 그나마 잘만든건지 ...,2
7,마약왕도 피하고 엄북동도 피했는데 타짜3를 못 피했네 1편 넘사벽 ,1
8,댓글보고 10분전에 티켓 취소했습니다 감사합니다 ,1
9,타짜 엉덩이들 타짜1 김혜수 타짜2 신세경 타짜3이광수 ㅎ ,6
10,이 돈으로 국밥이나 사먹을걸... ,1
11,감독님 죄송하지만 제가 영화를 만들어도 이거보다는 잘 만들겠어요 원작을 이렇게 먹칠할수 있나요? ,1
12,도일출 연기는 좋았다... ,8
13,외 진짜 기대 안했는데 그 이하 일줄은.. ,1
14,일출엄마가 가게를 안 비우는 이유가 있었구나... ,8
15,타짜1을 아냐고요?  내가아는 영화중에 최고예요 ,1
16,역시 박정민 배우는 최고입니다. 충무로도 주목하고 관객들고 주목하고.... ,10
17,박정민이 라이징 스타인 이유가 있다 ,10
18,이번 타짜3가 진정한 타짜라고 생각합니다.제 돈 까지 뺏어갔거든요 ^^ ,10
19,하ㅠ 진짜 마돈나 연기보소 ㅡㅡ 스토리가 어찌타짜2보다 더 심하냐 에스케이 공짜로봐서내돈 쓴건없는데 너무실망 ,2
20,광수형놀랫잖아... ,10
21,진짜 개 졸작이다 일단 여자 주인공 연기 존나 못해! 토나오는줄...줄거리?? 존나 뻔해. 긴장감?? 존나 없어.결말?? 존나 뻔해...타짜1의 백만분의 1정도다 ,1
22,싸늘하다 지루함이 날라와 가슴에 꽂친다ㆍ ,1
23,류승범이 찍다가 답안나오니까 빡쳐서 걍 죽는걸로 간듯ㅋㅋㅋㅋ개뜬금사망... ,3
24,자전거 앞바퀴를 판대에 올리는 걸 본 순간... 나갈 타이밍이었다는걸 알아차렸다.. ,1
25,애꾸하고 마귀 옷 스타일+배우라도 둘이 완전 바꿨으면 더 살았을거 같음 아귀는 첫 등장씬 고수느낌 나는데 마귀는 첫 등장씬이 너무 졸부느낌 났음 근데 애꾸는 등장 간지나게하더니 그냥 시시하게 끝남 아니면 마귀를 아예...,3
26,에이 타짜1이나 다시 봐야겠다. ,1
27,고니야  도일출은 몇일만에 익히는 기술을 너는 왜 2년넘게 피땀흘려 연습한거니? ,1
28,마지막에 까메오로 나온 최동훈 감독이 오히려 존재감 뿜뿜ㅋ ,1
29,곽철용형님이 나오셔서 도일출 뚝배기 깨고 시작하셨어야함 ,2
30,댓글에서 2보다는 재밌다고 했는데낚이지 마세요최악입니다 ,1
31,엉덩이...부터 집에 가고 싶었어요여자 끼고 노는 연출 지겹네요 ,1
32,류승범을 생각보다 활용하지 못했고.. 엉성한 스토리를 잔인한 영상으로 대체하려다 보니 불쾌함만 남았다. 1은 물론이고 2보다도 별로였더. ,4
33,이거에 비하면 2는 명작수준이다. ,1
34,최유화 밥줄 끊길까 걱정하게 되는 영화 ,1
