,Review,Rank
0,이 글을 보신 모든분들 인생 대박나고 가족 모두가 만수무강 입니다 또한 복이 찾아오고 로또 대박납니다 ,10
1,"정말 영화보고 네이버 영화에 댓글 안 다는데 말도 안되는 평점에 글을 작성해봅니다. 처음의 진지함은 어디가고 불주먹만 남기는 영화. 장르, 스토리의 개연성을 박서준의 불주먹으로 파괴한 영화다. ",3
2,666명 군대악령 들어간 꼬마 부마자 소름;; ,8
3,안성기배우님은 나이드실수록 더 멋있으셔요 ,9
4,"""검은사제들""이 얼마나 잘 만든 영화인지 깨닫게 해주는 영화 ",4
5,솔직히 보고얘기해라ㅡㅡ지금보고왔는데 사운드만 더럽게 크게틀고 유치찬란 파워레인져보는줄알았다 ,2
6,최우식 까메오인줄 알았는데 다음편 주인공ㅋㅋㅋ최우식 열일한다!! ,10
7,감독부터 구마의식 해 볼 필요가 있다 ,1
8,눈에서 레이저 나갈때 나갔어야했다. ㅡㅡ 아빠가 널 지켜줄껰ㅋㅋㅋ 이러면서 주먹에 불 나올때 참아왔던 어이없음이 터져버렸다.. ,1
9,보신분들이 쓰는거맞나..재밌는데 평점 왜이러지.. ,10
10,박서준 개멋있네 안성기 연기력 쩌네  우도환도 멋있고 요즘 볼만한 영화가 없었는데 간만에 좋은 영화 본거 같음 ,10
11,양서류와 불주먹의 대결 ,2
12,"악마를 숭상하는 검은사제, 마귀 씌인 사람들, 퇴치하는 과정에 뜬금없는 액션. 드래곤볼에서 많이 보던 악당 진화와 주인공은 손오공 마냥 초사이아인 진화 나오고. 장르짬뽕에 줄거리도 매끄럽지 못하고 이거 배우분들도 찍...",1
13,역시 영화는 문화의날 봐야함 ,10
14,나름 여름에 볼만하던데?1년에 한번은 이런 장르 돈 투자하는건 나쁘진않음 ,10
15,은근 걱정했던 영화인데 잘만들었네요? ,9
16,완전히 새로운 오컬트! 격투기 선수의 구마라는 설정 자체로 일단 먹고 들어감 ,10
17,개재밋는데 평점 왜이럼.. ,10
18,박서준과 안성기의 케미 대단~ 새로운 시리즈의 첫 출발이 되기를!! ,10
19,첨부터 끝까지 긴장을 놓칠 수 없었습니다 다소 유치한 감은 있지만 배우들이 연기로 가려준 느낌? 재밌게 봤습니다 박서준짱~!! ,10
20,알바들 더운데 고생한다 ,2
21,10년 된 산삼으로 홍삼캔디 만든 느낌의 영화.. ,6
22,？사자？？이 사자 볼 바엔 옆 동네 사자왕을 보십쇼 ,1
23,되게 애매했어요 연기도 좋고 cg?이런것도 만족했는데 내용이...ㅋㅋ 한 초 중반부까지는 그나마 괜찮았는데 갈수록.... 스포같아서 말은 못하겠고 마지막에 좀 뭐지 이건 이런 느낌 ,6
24,어! 재밌네여. 메가 상암 조조로 봄 ㅎㅎ ,10
25,왜 부끄러움은 관객들의 몫인가....ㅜㅜ ,2
26,마지막에 액션 구마 이후 느껴지는 카타르시스가 대단하다 ,10
27,박서준에 의한...박서준을 위한...박서준 팬을 위한 팬서비스 영화. 주먹쓰는 사제 용사물+오른손의 백염룡 보는 영화 ,6
28,박서준 연기대박!! 재밌어요 ,10
29,나만 죽을수 없지 정말 재밌습니다^^ ,4
30,"소재가신선하고 인물캐릭터들도 잘표현되서 재밌게 봤어요, 다만 조금 루즈한감은 없지않아 있지만 중간중간의웃음포인트가 많아서 괜찮았어요!한국영화도 많이 발전해나가는것같아서갠적으로 추천드립니당!! ",8
31,관객들마다 보는 장르 가 다르고 좋아하는 장르가 있는데 자기가 재미없으면 다 재미없는줄 아세요 ? 이런분들 어디가서 영화추천하지마세요 욕먹습니다 알겟어요? ,10
32,"아버지와의 관계를 풀어내는 초반부는 지루하고, 주인공들의 목적이 서사안에서 맴돌기만 하는 후반부는 맥이 빠진다. CG마저도 현실적이지 못해 공포감을 안겨주지 못한다. 안성기 배우의 코믹 대사와 박서준의 얼굴 외에는 ...",1
33,"와 리얼, 인랑을 피했는데 사자를 못피했네...ㄷㄷ ",1
34,박서준=불주먹에이스 ,6
35,"처음으로 평론가 평점에 동의가 되는 영화네요.알바때문에 제대로 당했습니다. 시작할때만 흥미진진, 바로 납득안되는 피식대던 줄거리에 발씨지,제발 영화보고서 작성하세요. 이걸 2를 만든다구요???또이렇게 개연성무시할꺼면...",1
36,판타지적 요소를 너무 짬뽕한듯... 마지막에 박서준 불주먹에서 코웃음침 ㅋㅋㅋㅋ그래도 안성기랑 박서준 케미는 좋았음.. ,2
37,나랑 생각이 다르면 다 알바래~~ 생각 좀 해라. 다양성을 인정해라 ,9
38,박서준 우도환 쌉잘생겼다 ,10
39,이영화를보고 눈이멀었습니다 ,1
40,알바들 더운 여름에 고생하시네요; 마지막에 손에서 불 붙을때 진심으로 헛웃음 나왔음..나가는 관객들 다 하나같이 평 안좋던데요; ,1
41,아니 판타지 요소가 있다 쳐도 개연성 어디다 팔아먹었지? 싸우다가 기절 하고 나니까 인파이터로 전직해 버리네 ㅋㅋㅋ ,5
