,Review,Rank
0,김규리 배우 연기 정말 부족하네요. 다른 주 조연 분들은 연기 잘하시는데 혼자 아침드라마급 연기하고있습니다. ,4
1,개인적으로 김무열의 재발견인듯 연기 잘함 마동석은 늘 좋음ㅋㅋ ,10
2,마블리 범죄도시 이후 주는대로 받아먹다가 정신차리고 작품선정한듯 꿀잼 ,9
3,"최근 본 액션영화중에 가장 짜릿하고 액션 오졌다, 세 배우 모두 좋았는데 특히 김성규 배우 연기력이 ㄷㄷ함 믿보추천 박는다 ",10
4,재밌으면 공감 재미없으면 비공 주세요! ,10
5,"전체적으로 캐릭터들의 케미가 따로 노는듯한 느낌.. 빠르지만 허점들이 많은 전개, 김무열은 연기는 좋지만 너무 오바스러운 설정으로 몰입에 방해되고, 김규리는 발음 억양 어색하고 왜 나온 인물인지 모르겠네요. 액션신은...",4
6,마동석이 다했다.. 김무열 비중 너무 많아요 ㅠㅠㅠ 오바연기때문에 중간중간 오글거림 ㅜ  살인마 맡은 배우분도 마스크가 개성있ㄱㅎ 연기 잘했는데 살인마분이 왜 그렇게 됐는지 설명이 전무해서 보면서 띠용... ,7
7,마동석이랑 살인범 배우는 완벽그자체 김무열은 너무안어율림..억지로 센척하고 오바하는느낌이라 보는내내 거북해씀 ,8
8,딱 지금 조두순 출소시기가 다가올 때 잘 개봉한 영화인 것 같습니다. 다른사람 인권을 침해한 조두순에게 사형선고 안내린것 비판.우리나라 사형제도에 대한 비판의 내용이 잘 담겨있는것 같네요OOO같은 우리나라 법의 현실...,10
9,역시  마동석 액션은 통쾌함!! 간만에 영화보면서 통쾌했다 진짜! ,10
10,마동석의 귀싸대기는 진리다 꼭봐라 ,10
11,그래도 최근개봉한 꼬리안영화중에 나은듯 ,10
12,진짜 깡패가 주인공이네? ,10
13,결말쩐다.. 마동석 웃는거 개무섭다... ,10
14,뻔하지않은 범죄물이라 참신했음 ,9
15,기대했던 거라  개봉하자마자 바로 봤는데 .. 와  진짜 마동석도 그렇고  김무열이랑 둘이 개 쩔고 스토리도 좋네요!ㅎㅎ!! ,10
16,의외로 김민선 연기 너무 못해서 놀랐음.. 잠깐 나오는데도 나올 때마다 혼자 연극톤으로 말해서 분위기 깨놓음.. 이정도였나? 영화는 가볍게 재밌게 볼 수 있음 시간 되고 쿠폰이나 돈부담 크게 안된다면 추천하고 싶음 ,7
17,개연성 너무 떨어짐...형사랑 조폭이랑 뭔 공조를 한다고...공조를 한다쳐도 개연성이라도 제대로 만들던가...짧게 나오는 김규리 존재감 확실한 발연기 ,1
18,"액션 장르 좋아하면 꼭봐야함 굿굿 마동석 액션은 뭐 믿고 보는거고, 김무열 김성규 배우도 지지 않고 잘 붙어서 몰입도 ㄷㄷ 할리우드 리메이크한다는데 기대된다 ㅠ 흥해라! ",10
19,동석이행님은 마블 충분히 갈수있씁니다 ,10
20,배우들 액션도 좋고 연기도 좋음 N차 의향도 있슴 ,10
21,최근 본 한국영화 중에 젤 재밌는 듯. ,10
22,진짜 액션이 시원시원함 보는 맛 있었음. 난 갠적으로 어느 영화보다 결말이 너무 맘에 드는 영화. 여름에 시원하게 더위를 싹 날릴듯한 액션에 감동 받음. ,10
23,아주재미가있어요마동석액션굿 ,10
24,김무열  규리 둘이  망침. 빽으로 캐스팅? . 장첸 계상이를 배워라 ,2
25,진짜 또 간만에 통쾌한 액션봤어요!!! 김성규배우 연기가 진짜 최고였어요!!! 액션은 마동석배우 나오면 진짜 시원통쾌한거같아요ㅋㅋㅋ잘봤습니당 ,10
26,1.가볍게 즐기기에 딱좋고 깊게 들어가면안됨.2.연쇄살인마역을 하신분의 연기가 퀄이 상당히 높음. 3.김무열 연기가 약간 오그라듬.4.김민선 대사 톤이 아침드라마 .5.영화 막판에 갑자기 개그물로 바뀜. ,8
27,"개연성 제로, 오바스럽게 화나있는 김무열 연기, 억지스토리이지만 액션이랑 마동석 연기는 괜찮았습니다.어째서 칸에 진출...? ",3
28,전체적으로 볼만함 형사연기 김무열 연기가 설정이너무과장된듯 보기가 불편했음 ,6
29,걸캅스 안보고 이거 보길 정말 잘했다는 생각이 듭니다.  간만에 동석이 형님 좋은거 하나 잘 보고 갑니다 ,10
30,개연성 제로에 김무열 연기 오바스러워서 집중도 잘 안됐네요 ,1
31,"칸 진출 소식듣고 조조로 바로 보고옴 ㅠㅠ 연차가 아깝지 않다, 오전에 봤는데 이렇게 개집중해서 본 영화는 처음 ㅋㅋㅋ 꿀잼액션 ",10
32,개연성이 너무없어요.범죄도시기대하다간많이실망함 ,4
