,Review,Rank
0,재밌으면 추천 재미없으면 비추 눌러주세요 ,10
1,엠버허드 졀라 이쁨ㅋㅋ ,10
2,DC 작품은 제임스완에게 맡기는걸로.. ,10
3,"이 따위로 평점 받을 영화는 아닌데...스토리는 뻔하지만,그래도 눈요기 재대로 했다. 대형 수족관에 2시간 동안 다녀온 기분이다. ",10
4,제임스완이 DC를 살리는군요 공포만 잘하는게 아니라 히어로물도 스타일 잘살리네요평론가 평도 5점넘는 영화 오랜만이고 잘 다듬은것 같습니다 돈은 안아까운 영화 ,10
5,엠버허드때문에 2번이상은 볼듯 ,10
6,DC는 제임스완에게 큰절 한번 해야 한다. 스토리야 토르의 해양버전이라고 할만큼 전형적 영웅 판타지지만 영화 연출이 가히 역대급이다. 특히 통통배에서 바다좀비(?)를 만나 지구중심(?)으로 가기까지의 시퀀스는 보면서...,9
7,진짜 존잼 ㅋㅋㅋ 와 이거 씨쥐처리 대체 어케한거지?? 제작진 영혼 갈아넣은게 느껴진다 ,10
8,평점 단 애들 dc 안티팬들인가.... 이정도면 히어로영화가 갖춰야할건 다 갖췄다고 본다. 특히 영상미는 10점줘도 안아까움! ,9
9,오글거리지만 끝내준다. 놀이기구탄 느낌? ,10
10,기승전메라 메라 진짜 와.. 너무 예쁘다.. ,10
11,DC의 반격!  드디어 마블에 대적할 대항마가 나타났다 ,9
12,메라... 수많은 비주얼 속에서 압도적인.. ,10
13,"4대 맨 아이언맨, 휴잭맨, 배트맨, 아쿠아맨 ",10
14,스토리는 여전히dc답게평범한데 영상미 분위기가 ㄹㅇ지림 그나저나 이번에도 엄마는 못벗어났네 ㅋㅋ ,9
15,개재밌다 아맥 황홀경~ ,10
16,파워레인저 + 인디아나존스 + 어비스 + 아바타 + 클로버필드 + 쥬라기공원 + 고질라 ,8
17,dc영화 개봉은 믿고거르던 마블빠인데 아쿠아맨 괜찮습니다! 근데 왠지모르게 자꾸 토르생각남..스토리전개나 주인공헤어스타일때문에그런지.. 어쨋든 긴시간치고 지루함도없어요! dc 딱 이대로만 가다오~~ ,9
18,이건만 갑이에요 영상미가 대박 ,10
19,진심 지금까지 모든 히어로 영화중에선 가장 최고의 비주얼들을 보여준다.. 가히 아바타급의 영상미와 새로운 세계를보여주는 영화 아쉬운부분도 있으나 히어로오락영화로썬 최고인듯 ,10
20,경쾌하고 아름다웠다아쿠아맨 다웠던 영화 ,10
21,아쿠아맨 붐은 왔다!! 이제 DC 세상이 온다!! ,10
22,DC가 드디어 해냈다!! 액션이 얼마나 박진감넘치던지..대박적.. ,10
23,재밌었어요 여주인공 너무 아름다워ㅛ ,10
24,DC 코믹스 영화를 챙겨보게 만들 첫번째 이유 ,10
25,"원더우먼부터 dc가 가야할 길을 정확히 보여준 것 같다. 마블이 현실적인 영웅을 그린다면, dc는 신화의 인물같은 영웅을 그린다. 그렇기에 누군가에겐 다소 유치하거나, 오그라들 수 있지만, 그것들이 내가 dc를 좋아...",10
26,와!! 어제 시사회로 봣는데...완전 짱이었어요.. 완전 쵝오였어요.ㅜ ,10
27,"롯D왈드... 아쿠아x움, DC 해도 이것보다 싸게 입장할 수 없다.... 예매했는데 빨리보고싶어요.. 일단 기대점수로 올려요...후후...훗~~@ ",10
28,니콜키드먼 싸울 때 전율 일었다 존멋터져 ,10
29,부족한점이 있기는 하지만 1점주는건 아닌겄같다 ,9
30,어제 용아맥 시사로 봤는데 존잼! 꼭 아맥에서 보시길 ,10
31,IMAX로 첨 본 영화가 하필 이 영화라 익사하는줄 ,10
32,아쿠아맨도 아쿠아맨이지만 메라가 대박 ,10
33,재미는 있는데 뭔가 오글거리는 느낌이 계속 난다 ㅋㅋㅋㅋ ,8
34,아바타 이후 눈호강 했다 ,10
35,"스토리와 클리셰는 뻔했지만, 볼거리와 연출이 이제껏 DC보다 훨 나음, 일단 그냥  CG떡칠로 일관했던 다른 DC영화보단 훨 CG 이용 잘 함. 감독이 이렇게 중요합니다 여러분 ",9
36,"지극히 평범한 스토리, 그러나 엄청난 액션 장면들과 후반부의 거대한 스케일의 전투 장면이 단점을 커버한다. 확실히 재미는 있었다. ",10
37,"대체 1점을 왜준단 말이여,  비록 이 영화 하나로 마블에 맞서긴 힘들어도 화려한 액션과 훌륭한 연출은 보여주었다고 생각한다. CG처리는 말그대로 역대급이었고 시나리오도 훌륭하다 생각했다.  한국 영화 알바들이 지금...",10
38,저만 보기 아까울 정도로 오랜만에 정말로 재밌다고 생각한 영화입니다. 아바타를 처음 봤을때의 감동이 느껴졌네요. 너무 재밌습니다 ,10
39,Dc는 항상 뭔가 부족한감이 잇었는데 아쿠아맨은 상상을 뛰어넘는 고퀄이었음... ,10
40,아쿠아리움 보다는 아쿠아맨 ,10
41,Dc는 마더를 참 좋아하는듯 ㄷㄷ ,10
42,"아바타가 해저를 배경으로 한다면  이런 느낌이 아닐런지 ... 제임스완과 제이슨 모모아가 DC를 살려낸 공신. 감독의 역량과 배우들 간의 케미,, 마지막으로 잭스나이더가 유일하게 잘 한거라면 제이슨 모모아를 캐스팅한...",10
43,소통하는 지도자의 미덕을 볼 수 있다  아넘 재밌어 ㅋㅋㅋ 드럼 치던 오징어가 기억나네 ,10
44,최고네요! 어마어마한 그래픽만으로도 만점입니다. 올해 본 영화 중 최고였습니다. ,10
45,제임스완이 단디 이를 갈았구나 ㅋㅋ ,10
46,관객수 500만 넘길듯.. ,10
47,영화보고 집으로 돌아가는 길에 수족관에 들러 어항을 사가고 싶게끔 만드는 영화. 오전에 마약왕보고 오후에 아쿠아맨 봤는데 아쿠아맨이 압승 ,10
48,제임스완은 넘사벽이다 진짜 ,10
49,영상미 개쩐다 생각보다 좋았다 ,10
50,조선똥알바충들 마약왕 보라고 비추에 점수주는거봐라 ,10
51,"아이맥스 3D로 봤는데 환상적인 그래픽과 비쥬얼,스케일에 압도되었다 스토리는 약간 뻔하지만 앰버허드도 너무 예쁘고 하여간 눈이 즐거운 영화다 돈안아깝다 ",10
52,드뎌 마블도 긴장할 때가 됐군요 ,10
53,재밌어요 스토리 지루하지도않고 오늘하루 잘즐겻어요 ,10
54,어우 너무 재밌네요  우리 애가 좋아해요 ,10
55,"지금껏 본 히어로 무비중에서 유일하게 최고점을 줍니다 각복, 배우들의 연기, 액션, 판타지, 여정, 드라마, 환상 ㅇ어느것 하나 빠질게 없고 감독의 능력이 정말 대단하다고 할수밖에 없겠네요!!꼭 보시길!! ",10
56,여러분 이것이 DC의  클라스입니다. ,10
57,진짜 이건 마블도 ㅇ렇게 못만듬 ,10
58,2018 대미를 장식하는 최고의 오락영화 DC사라있눼~! ,10
59,우주만큼 신비한 바다를 볼수있어서 재밌음 ,10
60,넵튠의 삼지창 가지러 갈때 괴물들 개떼로 달려그는거 좀비 떼같이 잘 표현했던데 ㅋㅋㅋ 쏘우 애나벨 직쏘같은 공포영화 만든 제임스완이라 그컷은 최고였음... 분노의 질주에서 입증된 액션은 말할 필요도없음... 게임속 ...,9
61,시사회로 봤는데 영상미 진짜 개이쁘고 개재밌었다 진짜 ,10
62,완전 취향저격입니다  너무재밋게 봤습니다^^ ,10
63,DC도 드디어 희망이 보이기 시작했다 ,10
64,히어로 영화의 반환점 !!! ,10
65,개그는 약하지만 지금까지의 DC와는 다른 볼거리와 내용이 충실한 영화! ,10
66,스토리를 떠나서 시각효과가 미침;;  상상속의 아틀란티스를 제대로 보여줌 ,10
67,이번년도 그 어떤 마블영화보다 재밌고 화려했다 ,10
68,유치하면서도 (처음으로) 시간가는 줄 모르고 본 DC 영화! ,9
69,잼나요 연속으로 아쿠아맨보고 마약왕봤는데 아쿠아맨만 생각남 잘만들었다 마약왕보다가 졸았음 내부자들생각했다가 급실망 ,10
70,클리쉐가 너무 뻔해서 5초 후에 무슨일이 일어날지 뻔히 예상됨. 게다가 여주랑 로맨스 부분 개연성도 하나도 없고등장인물 한명 한명이 죄다 설명충임. 원래 히어로장르 영화가 조금은 유치한감이 조금씩 있는거야 당연하지만...,4
71,"그냥 DC미역닦이 생선맨인줄 알았는데, 저스티스 리그, 어벤져스 다 합쳐도 진심 이 영화만 못하다. 올해 가장 눈이 즐거웠던 레디 플레이어 원보다도 눈이 즐거웠다. ",10
72,다른데는 첫 영화가 9시 전이였나보네 죄다 9시에 올라와있네..일단 본 사람 입장으로서는 진짜 재미있었어요. 진짜 바다 세상에 대한 로망을 품고 있는 제 입장에서는 와... 감탄이 절로 나오고 전율이 일더라구요 ㅋㅋ...,10
73,마약왕보고 상처받은 마음아쿠아맨보고 치유하고 갑니다 ,10
74,이대로만 만들어줘~ 액션씬은 정말 잘 만들었다 ,7
75,확실히 아름다운 바닷속을 티비나 폰이 아닌 대형 스크린으로 봐서 되게 만족하구요 영화 스토리나 전개는 탄탄하고 미약하지만 감동도 있었음. 그리고 어릴적 동심을 불러일으키기도 했고ㅋ 대체적으로 재밌었음. 여주인공 메라...,10
76,오랜만에 영화관에서 눈호강 제대로 했다 . 속편 빨리 보고싶어요 ,10
77,근래 보기 드문 그래픽!!! ,10
78,어벤져스 처럼 피식거리게 되는 개그코드는 안맞지만 보고나오면 물속에 있다나온 기분임ㅋㅋㅋ아쿠아리움보다 백배나은 눈호강기분 ,10
79,넘넘잼있음~~ 마블 못지 않음ㅎㅎ 이번영화는 아주 잘 만들었음!!! ,10
80,스토리가 너무 유치해서 중간에 나오고 싶었어요 ,1
81,DC영화중 최고고 영상미도 최고다 ,10
