,Review,Rank
0,맙소사 두종족이 그렇게 많이 다치고 죽었는데 그날 결혼식을 하겠다고? 장례식이 아니라? 이건 조커도 안할 짓인데...감독이랑 작가는 반성좀 해라. 그래도 미셸파이퍼의 연기와 안젤리나 졸리의 비주얼만큼은 명불허전이었다...,4
1,오로라 때문에 몇이 고생하는 거냐? ,4
2,well....well...well ,10
3,오로라 개발암;;;; ,1
4,결말은 개연성이 최악입니다.인간족 여왕 때문에 요정 및 말레피센트 동족들이 수십명 이상이 죽었는데 누구하나 제대로 희생시키지 않고 지금부턴 평화야.... 너무 납득이 되지 않았어요 .... 최소한 아들이 어머니를 체...,1
5,마지막 결말이 너무 이상해요..;;엄청 슬픈 상황이었는데 갑자기 웃으면서 결혼식을..등장인물들이 다 감정이 없는것 같아서 무서울 정도였음..이럴꺼면 속편을 왜 만든건지.. 항상 믿고보는 디즈니였는데.. ,2
6,오로라의 발암과 시체밭에서의 결혼식-끝- ,1
7,시어머니가 이렇게 무섭습니다 여러분 ,10
8,안젤리나 졸리는 말레피센트 찰떡인듯 배우들 연기도 좋고 비주얼 보는 맛 ,10
9,개연성 너무 없다. 극중 오로라 할수있는게 우는거나 소리지르는거밖에없다. 답답해서 내가 밀쳐버리고 싶었음. 전쟁에 많은 요정과 사람이 죽었을텐데 피닉스가 다살렸음 모를까 갑자기 평화찾아왔다면서 오늘 결혼을 한다고? ...,3
10,시사로 봤는데 안젤리나 졸리 역시는 역시다! 비주얼더 디즈니에서 엄청 공들 거 같고... 글고 필립왕자 넘 잘생긴거 아님?? ,10
11,불과 30분전에 요정들이 대학살당했는데 오로라랑 왕자는 빙썅처럼 우리 결혼해요~축하해주세요~모두 초대해요~이러면 죽은 요정들은 뭐가되는거얔ㅋㅋ 되살아나는것도아니고 말레피센트 종족은 안그래도 멸종수준까지갔다면서 그정도...,4
12,나만 이해 안가냐? 싸이코패쓰 스토리. 솔직히 충격 받았다. ,1
13,너무 아름답다 안젤리나 졸리 너무 사랑스럽다ㅜㅜ 오로라 트롤짓 여전하네ㅜㅜ ,10
14,여기 7점 이상 준 사람들은 다른사람들도 엿먹으라고 그런겁니다. 살면서 이렇게 화나고 답답한 영화는 처음입니다. 더 쓰고 싶지 않네요. ,1
15,"안젤리나 졸리라서 가능한 연기.. 전작을 뛰어넘는 스케일과 액션, 스토리까지, 영상미도 이쁜데 액션도 시원해서 전 연령층이 좋아할 거 같다. 흥행해라!!!! ",10
16,디즈니에서 이딴 스토리를 통과시켰다는게 의문임 진짜 개발암덩어리 공주와 멍청한 왕자 둘때문에 이렇게 영화 보는 내내 짜증난 적은 처음임 진짜 절대 보지 않는게 정신건강에 좋습니다 절대로요 짱깨는 또 왜이렇게 많이 나...,1
17,이번 편은 특히 요정들이 많이 나오는것 같아요!! 아기자기 알록달록 보는 맛이 있었습니당!ㅎㅎ 가족들끼리 유쾌하게 볼 수 있는 영화 같아요!! ,10
18,전편 안보고 봤는데 재밌어요ㅋㅋㅋ역시 디즈니...비주얼 대박입니다 ,10
19,역시 안젤리나 졸리... 재미써 ㅠㅠ 연기대박 ,10
20,공주때문에 암이걸렸어요... 암제조기 공주 ,3
21,영상미 대박 ㅜㅜ 넘 이쁘고 화려합니당 ,10
22,이건 무조건 아이맥스로 봐야된다 1편은 사실 기억도 안나는데 2편은 완전 영상 하나하나 엄청 공들인거 티나고 왕비님이랑 말레피센트 연기대결 대박 쩐다쩌러 전쟁씬은 또 왜그러케 간지가 나니 ㅠ 예쁘고 멋지고 아름답고 ...,10
23,"방금 보고 옴. mvp: 잉그리스 여왕(혼자서 4인분 능가하는 캐리력)트롤러: 오로라(웃으면서 맘 놓게 하고 뒤통수 여러번 침, 도라이)무임탑승자: 존 왕(숙면하고 나니 염원하던 화합 이뤄짐 대박 버스)말레피센트 개...",3
24,개연성은 내 일기장이 더 높은듯 ,1
25,ㅋㅋ 아 진짜 오로라 잠재워버리고 싶었음머리 풀어헤친 안젤리나 졸리가 넘예뻐서 별 두 개 준다ㅜㅜ 내용은 고구마 답답이! ,4
26,사실상 슬리핑뷰티=존 왕 ,8
27,와 디즈니로 눈호강 하러 갔는데 배우들 연기포스 지림ㅋㅋㅋ ,10
28,안젤리나 졸리만 믿고 만든듯한 영화.. 지금까지 디즈니 영화 보면서 이렇게 속이 답답한 적은 처음... ,2
29,진심 졸잼 ㅋㅋ 꿀잼 ㅋㅋㅋ ,10
30,디즈니의 여신이 다시 돌아왔다 ,10
31,오로라 고답ㄴ 영화보는내내 개 답답.. 피해자의 무한한 용서가 답이라면 진심 어린애들도 배울게 없다. ,2
32,거의 등장인물 전부 사이코패스급 태새전환에 연관성 개연성 제로 ,1
33,"안젤리나 졸리가 나온다는 장점외에는 다 단점밖에없는 저질이었음,,, 어린이가 보기엔 폭력적이고 비교훈적이나 어른이 보기엔 어처구니없는 스토리와 유치한 연기로 타겟도 불분명한 영화,,, 졸리얼굴은 넘나 이쁘기땜에 영화...",2
34,이 비주얼...연기....모든게 완벽하다.. ,10
35,와 진짜 배우들 넘 멋지고*_* 볼거리 많음 넘나 재밌었음 ㅋㅋㅋ ,10
36,너무 재미있었습니다. ,10
37,와 ㅋㅋㅋㅋ 비주얼 진심 대박!! 전편 안봤는데도 존잼이요ㅠㅠㅠ 이해 다됨!! ,10
38,이야기를 억지로 쥐어 짜내서 개연성이 전허 없습니다. ,2
39,"오로라는 자신이 여왕임을 잊어버리는 것 같았았다.... 필립네 성 들어가서 어찌나 그리 자신을 한껏 낮추는지; 나도 보다 여왕인거 잊어버림(겁나 답답함, 고구마의 여왕같았음)그리고 희대의 싸이코영화 같은게 요정들 엄...",3
40,믿고 보는 디즈니 영화의 또 한번의 도약! 배우들의 완벽한 연기는 물론 다양한 메시지까지 담겨 있어서 한번 더 보고싶다 ㅠㅠㅠ ,10
41,"안젤리나 졸리, 무어스 요정들, 아름다운 CG말고는 볼게 없어요. 심지어 요정들 몰살 당했는데 그자리에서 결혼? 제목 바꾸시죠. 말레피센트 : 다크피닉스. 엑스맨처럼 거하게 말아드신 디즈니 불사조. ",6
42,"여왕의 동기는 1분? 그것도 말로만 설명하고 끝나고, 누가봐도 왕은 여왕이 찔렀는뎈ㅋㅋㅋㅋ 그걸 전개를 그렇게 하는 것도 진짜 너무.... 심하잖아 이건 진짜. 요정들을 몰아서 그게 쉽게 죽일거면 전쟁 준비는 왜 함...",1
43,영화보고 화나기는 처음이에요. 기생충보다도 더 찝찝한... 오로라는 1에서부터 계속 잠들어있었어야함. 걔가 설치면 두종족이 다투기 시작하고... 개연성이 전혀안느껴지고. 이해도 안갑니다. 영상미 진짜 죽이는데... ...,2
44,이런 망작을보았나졸리와 미셸파이퍼를 데리고참돔으로 매운탕끓여먹음 ,2
45,최악이네요 디즈니 너무 좋아했는데 그래도 성인이 될때까지 세요정이 오로라를 키워줬는데 한요정이 죽은당일날 오로라는 눈물한방울 안흘리고 활짝웃으며 결혼식이라니 ;;; 세상에 이런폐륜이 ,1
46,아니 그렇게 많이 죽었는데 아무 그늘없는 동화식 해피엔딩이라니동화처럼 할꺼면 아예 동화처럼 하던가 아니면 아니던가 이러면 너무 정신병 같잖아요... ,4
47,진짜 짱개머니가 무섭긴 하구나 뜬금없이 짱깨들이 원샷 받으면서 나옴 ,5
48,전편보다 더한 억지 스토리. 말레피센트가 봐준거지. 왕자 우쭈쭈 모냐. 화면도 원래 어두운건지.. 극장 영사기사 탓인지.. ,2
49,안젤리나졸리 늙기는하냐? 외모 미쳤네ㄷㄷ 옷바뀔때마다 개이쁨 ,10
50,보는내내 진짜 열받는다. 오로라공주 진짜 극발암캐릭이고 등장인물들도 죄다 일차원적 바보들밖에 없다. 유일하게 여왕이 진짜 똑똑하고 리더쉽있는 인물이다. 진짜 영화고는 내내 뛰쳐나가고 싶었다 ,1
51,솔직히 개연성 개억지다  진짜  OOㅋㅋ 이게 말이되나 ,2
52,"인종차별주의자들이 만든 역겨운영화 억지스럽게 중세 유럽배경에 동양인 흑인 넣어두고 백인중에서도 겁나게 하얀 백인이 센터임 거기다가 암것도 안하고 결혼하겠다고 설친아들한테 ""아들아 니가 해결했구나"" 개소...",1
53,뛰어난 영상미를 짓밟는 디즈니의 이해할 수 없는 캐릭터 그들을 이해할수없는 나에게서 사라진 동심 ,1
54, 개인적으로 전작이 더 좋았어요 전쟁 사상자도 있을텐데 꾸역꾸역 결혼식.. 고구마전개에 개연성 없고ㅠ그래도 영상미와 배우들 미모는 굳 ,6
55,진짜ㅋㅋ개연성 씹OOO 초중반까진 볼만했는데 후반부 갈수록 한숨만 나오는 정도 ,1
56,이렇게 쓸모없고 눈치없는 여주는 처음본다. + 대학살극 일어난 참사 직후 하하호호 결혼식 ,4
57,동화 실사화 그 이상 그 이하도 아님 비주얼이랑 연기는 끝내줬지만.. 스토리는 말아먹은듯 멍청한 여주는 평화나 외쳐대고 말레피센트 종족도 뭐 보여준 것도 없는듯 다 죽어나가는데 갑자기 평화랍시고 결혼식장면은 뭔지.....,4
58,???이게 12세 관람이요? 가족영화요? 인간의 욕심으로 생태계파괴 및 대학살이 적나라하게 그려지는데요? 가루 하나로 종족이 말살당하는걸 보고도 그 자리에서 결혼식 올리는 장면은 정말 역겹습니다. 여왕이라는 애가 백...,1
59,평점 높길래 의심없이 선택했는데...뭔가 스토리도..연기도..캐릭터도..부족한 느낌이들어요....;;제가 너무 큰 기대를 한 걸까요?ㅋ ,4
60,오로라 실화냐 초반부터 요정들이 요정이 없어진다고 그렇게 보고하는데 씹고 지 사랑때문에 요정족들이 죽어가는데 그 죽어가는 한몫을 오로라가 해냄 직접살인이 아니라지만 간접적 살인을 저지름 살인이 아니라 살인마인듯함 뇌...,1
61,안젤리나졸리가너무이뻐요? ,10
62,"1의 감동을 안고 본 영화 중 가장 화나는영화 (이유 : 악역과 고구마역의 연전연승, 동료나 가족들이 몰살당한 시국에 급 결혼축하분위기, 그와중에도 악역 잘 살려줌) ",1
63,배우들도 완성작 보고 화났을듯 ,2
64,진짜 판타지네요. 아주 말도 안되는 스토리를 만들어놨습니다. 요즘 애들이 바보인가요? 그냥 사랑이면 다 오케이고 결혼식이면 다죽여놓고도 박수치나요?그리고 또 그걸 용서하고?무슨 성인군자 나셨네 아주. 죄다 용서하다가...,1
65,아니 그렇게 많은 종족이 죽어나갔는데 갑자기 지들끼리 하하호호 웃으면서 화합한답시고 결혼식 올리는거 너무 당황스러움 ...고구마만 오지게 쳐먹다가 영화 끝남... 기대에 비해서 너무 아쉬움ㅠㅠ 여주도 여왕이라면서 여...,4
66,'디즈니'가 아니고 '뒤지니?'영화야? ,1
67,오로라 발암과 고구마의 공주~영화보면서 육성으로 욕나오기는 처음이네 ,6
68,졸리 친구들이 멋지게 쳐들어가는거까지는 멋있었는데 공격력 제로.. 쟤들 대체 저기 왜간건가싶은 그순간부터 스토리가 안드로메다.. ,4
69,고구마 백개 입에 억지로 쑤셔 넣고 사이다 한모금 넘겨 준 기분.. 오로라 진짜 너무 화난다 요정들 대학살 당할때 오열 했는데 어떻게 거기서 결혼식을 바로하지 나만 이해 안되는게 아니구나 ,1
70,안젤리나 졸리 아닌 말레피센트는 생각도 하기 싫다.. ,10
71,오로라의 발암과 시체밭에서의 결혼식-끝- ,6
72,진짜볼거없어서봤는데 돈아깝다. 아무리 애들용 영화라지만 스토리가 이렇게 말도안되게 뜬금없고 구멍이 많을 줄이야. 권선징악도 아니고 진짜 결말 최악이다. 죽은 요정들하고 날라다니는 요정들만 개불쌍함. ,1
