,Review,Rank
0,토니 스타크가 피터 파커를 얼마나 사랑하는지 알 수 있는 영화 ,10
1,이 글을 보신 모든분들 인생 대박나고 가족 모두가 만수무강 입니다 ,8
2,cg 팀은 과로사 직전까지 갔을것이야... ,9
3,토니스타크 이정도면 빌런제조기아니냐 ,10
4,유투버들 다 틀렸어 ㅋㅋㅋ멀티버스는 개뿔... 관광버스만 무지허게 나옴 ㅋㅋㅋ 어쨌든 2시간 넘게 계속 찌리릿 했네요 역시 영화는 마블... 번역은 황석희... ,10
5,67% 정도 기대했지만 100% 재밌었어요 ,10
6,피터 찌리릿은 황석희 번역가가 아니었다면 나올 수 없었다. ,10
7,젠장 캡틴은 어떻게 저걾 맞추는거야???? ,9
8,영화관에서 떠들지 맙시다. 소곤소곤대지 맙시다. 애들 데리고 와서 시끄럽게 하지 맙시다. 앞자리 발로 툭툭 차지 맙시다. 커플끼리 과도한 애정행위 하지 맙시다. ,10
9,"쿠키영상은 2개, 둘다 매우 충격적 ",10
10,제트기에서 아이언맨브금 나오면서 피터가 슈트만드는 장면은 진짜 코끝이 찡했어요.. ,9
11,토비 맥과이어 스파이더맨 때부터 봐왔다면 쿠키영상 때 소름 돋으실 겁니다. ,8
12,미스테리오 연출은 진짜 마블의 천재적인 발상인듯 ,10
13,톰 홀랜드가 멋있다 추천    앤드류가필드가 멋있다 비추천 ,10
14,토니 장례식이 끝나고 49재 보는 느낌 ,10
15, : 이런 ㅆ..!아직도 남아있는 토니스타크의 온기ㅠ(쿠키영상 2개 다 봐야함) ,10
16,영화 보면서 뒤통수 몇번이나 맞은거얔ㅋㅋㅋㅋ ,10
17,소니야 빨리 판권 넘겨라.. ,10
18,피터 눈에 눈물 고일때마다 마음이 찡ㅠㅠ ,10
19,"피터가 한층 더 ""히어로""로서 성장하는 영화 ",9
20,방금 조조보고 나왔는데 햇살 너무 부시다 이디스가 필요하다 ,10
21,뉴스는 거짓말 하지 않는다던 피터파커.... 뉴스에 뒤통수 씨게 맞아 버리고 다음 영화를 기대하게 만든다 ,10
22,"평점 낮게 주신 분들은 아마 엔드게임의 웅장함에 매료되었다가 히어로가 한명만 나오기도하고 스케일 작아져서 조금 실망하신듯 한데, 저는 10점만점이었습니다. 개그요소도 잘챙기고 액션도 굉장했고, 맨인블랙에서 토르레퍼런...",10
23,미스테리오랑 싸울 때 cg지렸음. ㄹㅇ 내가 당하는 느낌 ,10
24,"이 작품을 마지막으로 마블 시리지는 이제 그만 봐야겠다고 마음 먹고 극장엘 갔는데, 영화가 '응 쓸떼없는 생각 그만하고 계속봐' 이러네요. 일단 USB로 빼간 정보가 다음 편에선 어떻게 위기로 다가올지...",10
25,와 진짜...대박임... 아이언맨1 봤을 때 그 느낌...짱임.... ,10
26,마지막 쿠키영상이 이렇게 의미있는 영화 오랜만에 보는듯. 원래 크레딧 다 올라가고 나오는 영상은 그냥 서비스용이 많았는데 이번껀 마블의 새로운 10년을 살짝 보여주는 의미있는 크레딧이니 꼭 다 챙겨보시고 나오세요! ,10
27,존잼! 휘트니 휴스턴 목소리를 영화관에서 듣는 보너스까지! ,10
28,하이틴영화같이 가볍다고 느껴질 수도 있지만 스파이더맨이기에 가능한 느낌이라 더 좋았는데. 극 중 아직 16살밖에 되지 않은 어린 영웅의 성장이야기! 재밌었다! ,10
29,쿠키영상 임팩트가 장난 아니네 꼭 보세요 ,10
30,어쩐지 영화내내 닉퓨리가 좀 어색한 느낌이 있었다  쟤들이 누군지 캠틴마블 안 본 사람들은 좀  이해 어려웠을듯 ,8
31,피터의 성장 일기 ㅠㅠㅠ 토니가 얼마나 피터를 좋아했는지 알게해주는 영화 ㅠㅠㅠㅠ ,10
32,"물,불,흙 어쩌고....미스테리오팀 다 이과라 스토리 넘 못짜서 망함. 문과의 중요성. ",10
33,토니 스타크는 항상 옳았다... 다음 시리즈 기대대는 영화 ,10
34,토니가 아이언맨을 만들 때 나오던 노래가 흘러나오는데 울컥ㅠㅠ 토니는 죽어서도 피터를 성장시키는 원동력이 된다. 다음 어벤져스는 또 얼마나 스케일을 키울려고... ,10
35,토니스타크가 참 적들을 많이 만들어났음ㅋ ,10
36,아이언맨이라는 캐릭터보다 배우 로다주의 빈자리가 너무나도 크게 느껴졌던 영화였네요... 톰 홀랜드는 눈시울을 붉히면서 어찌그리 눈물연기를 맛깔나게 잘하던지ㅠㅠ 재밌게 잘 보고 왔습니다 ,10
37,통수에 통수에 통수에 통수 ,10
38,EIDTH: Even if i'm dead i'm the hero ,10
39,토니스타크씨 보고 계시죠?? 피터가 이만큼 성장했어요. ,10
40,해피가 음악틀때 소름돋았음..토니와 피터의 오마주..ㅠ ,10
41,처음에 추모하는거 대박이고 너무 신선했다 ,10
42,피터 파커 가 시빌워때는 못느꼇는데 갈수록 너무 잘생겼네요  ㅋ  아이맥스로 봤더니 슈트가 너무 디테일하게 바로코앞에서 보여서 신기했네요  재밋어요 ,10
43,특수 효과에 속아넘어간  건 영화속 세상일까 현실속 관객일까 ,8
44,어벤져스:엔드게임의 여운이 채 가시기도 전에 또 다른 즐거움을 선사하는 마블은 언제나 사랑입니다 ,10
45,MJ 보다보니 매력있네 ,9
46,CG팀의 노고에 박수를 ,10
