,Review,Rank
0,우리나라 영화는 왜 미군이 악 북한이 선인거냐? ,1
1,저 배우들을 가져다가 이렇게 밖에 못만드냐? 대체 뭘 보여주고 싶은거야? 그냥 기존의 대작들 다 범벅켜서 이맛도 저맛도아닌 영화. 재난영화도아냐 블록버스터도아냐 첩보물도 아냐 신파코드는 뭐야? 드럽게 못만드네 그 자...,2
2,역대급 출연진에 기대 많이 하고 봤는데 참 실망스럽네요. 미군은 완전 악의축으로 묘사하고 중책을 맡은 남한 특수부대원들은 오합지졸이며 멋있는 인물은 오직 북한군 한명 뿐 ㅋㅋㅋ 완전 정치적 목적이 다분한 그런 설정들...,1
3,제발 이제는 북한관련 영화좀 안나왔으면....특히 왜 우리 우방인 미국은 항상 적으로 나오냐 영화 선 ,1
4,북한 착한척 하는 영화 좀 그만 만들어요 ,1
5,시간 가는 줄 알고 봤습니다. ,2
6,"엄복동 , 염력은 피했는데 백두산을 못피했네 .. ",2
7,미군이 적이라고?? 종북 out ,1
8,지질학 전공생입니다 왜 우리나라는 맨날 영화만들때 과학적 고증은 개무시하고 만드나요? ,1
9,알바 너무 많은거 아냐? ,1
10,님들아.... 차라리 포드페라리보세요 !!!! ,1
11,"영상미는 좋았으나..스토리나 감동이없어요 조금지루하면도 있었구요 뭘알리고자하는건지 급하게백두산만터지고. 스릴 감동 슬픔 셋중에하나라도 느끼게해주시던지..많은걸 바랬나봅니다...  개인차이가 있을지는모르겠으나 ,보신분...",2
12,와... 내돈.. ,1
13,소재와 배우가 아깝다 어떻게 이런... ,1
14,너무 재미없어요. 무슨 얘기를 하려는건지 너무 실망입니다. ,1
15,저런 명 배우들 가지고 저정도 수준이면 최악인듯.... 미사일 맨날 쏴대는 북한땅이 배경인게 더 혐오 ,1
16,진짜 스토리가 엉망이고 감정이입도 안되고 슬프지도 않고 멋지지도 않고 웃기지도 않음 ,2
17,"아..이병헌, 하정우만 봤지 감독을 좀더 알고갈껄...배우들이 아깝... ",1
18,마동석은 왜온갖 B급영화도 전부다 출연하며 스스로 이미지를 소비시키는가.... ,1
19,주적인 북한이 왜 멋지게 나오는거야? ,1
20,알바 미쳤나 ㅋㅋ 추하다 ,1
21,"태어나서 처음 후기 남깁니다.세상에 이런 실망적인 영화는 없었습니다.연기,배우들이 아까울 정도로 신파와 억지,운이 난무하는 영화.ㅆ ",2
22,역시나 현실우방 미국은 나쁜놈 연일 미사일 쏴대며 협박하는 북한은 좋은놈 ㅋㅋ 아니 아무리 영화계가 좌빨이라고해도 이정도면 정신병 아니냐? 환타지도 어느정도 가능성있는걸 그려야지 매일 욕하며 미사일쏘는애들을 우방으로...,1
23,평점5점짜리는 다 알바임??..진짜 나만 당할순 없다 이거임 ,1
24,겨울왕국2독과점이라더만 백두산은 더하구만겨울왕국2는 재미라도있지 이건 머 할말이없다직접가서 보세요 돈아까운 영화 ,1
25,노잼입니다 평 왜이래요 ,1
26,재미없음 돈주고보지마요 ,4
27,미국 좀 그만 냅둬라 미국이 우리나라한테 북한보다 나쁜짓 한거있냐? ,1
28,알바는 비공을 찍고 관람객들은 화가 나있고 ,2
29, 항상 보던 그 영화에 항상 보던 하정우 연기였다 ,1
30,네이버 평점 조작단들 천벌 받을거다 ㅋㅋㅋ 3대가 망해라 ,1
31,스토리가 뻔하고 너무 진부한것 같아요.그래도 산으로가진 않았습니다. ,2
32,내돈 돌리도 정말 최악이다??ㆍ ,2
33,감상포인트 없음 연기력 볼거 없음 영상미 볼거 없음 연출 볼거 없음 감동 지수 없음 됐냐 10자 ,1
34,이걸 영화라고 만들었냐 전기가 아깝다 ,1
35,B급 밥상 위에 차려진 A급 반찬들 ,7
36,클레멘타인의 아성을 뛰어넘는 대작이네요 ,10
37,"같은 문화권에서, 같은 현상을 보며, 같은 교육을 듣고 자랐음에도 이 영화에 10점을 준다는 것은 알바라는 증거. ",1
38,1.영화 자체가 너무 산만하고 정신없음2.영화 중간중간에 뚝 끊기채로 이어지는 부분있음3.이병헌 북한말 거의 못알아들음그냥 TV OCN같은데서 해주면 볼만한 영화 ,6
39,볼만한데 하정우 이병헌 아니었으면 유치할 장면 다수 ㅋㅋㅋ ,8
40,영화 끝나고 졸린 눈을 비비며 나오는데 돈 졸 라 아까워 미치것다 네이버 평점 알바 장난 아니네 개 쓰레기 영화 ,1
41,이병헌 연기 대박쓰 ,10
42,북한미화영화 질색..  이런 초비현실적인  억지스러운 내용 대신에  북한이  대한민국  사회곳곳에 간첩들을 투입시켜서 테러를 가하고 국가 붕괴를 시도하는 내용이었으면 더 마음에 와닿고  흥행했을듯.. ,1
43,개연성과 스토리는 좀 억지스러운데 하정우 이병헌 연기력이 다 살리네. CG도 자연스러워서 보는맛이 있음. 평점 테러정도는 아님. ,7
44,"재미있고 없고는 개인차라고 생각하지만이게 평점 테러 맞고, 역대급 쓰레기 취급받을 만한 영화는 아니라고 생각합니다.킬링 타임용으로 괜찮게 봤어요! ",8
45,ㅋㅋㅋ진짜 댓글알바가 있긴 있구나; 새삼느끼네 진짜 댓글알바가 했다고 하는 사람들을 이상하다고 생각햇는데 ...평식이형 평점 기대해보자! 리얼수준으로 나올듯 ㅋ ,1
46,백두산도 터지고 나도 터졌다. ,5
47,굳이 음식으로 표현하자면... 라면의 깊은맛을 내기 위해 랍스타 넣고 끓인 느낌?근데 더중요한건 그라면 다끓이고나서 랍스타 가따 버린 것 같음. ,4
48,수지가 댐 물벼락에 휩쓸렸는데 한강물에 둥둥 떠있는걸 본 순간 이게뭔가 싶었다  만삭임산부가 ㅋㅋ ,6
49,알바들이 많은 것 같네요. 굳이 시간내서 돈내고 CGV가서 볼 가치는 없어요. ,1
50,하... 올해 마지막에 이걸 못걸렀네 ,1
51,이병헌 하정우가 그나마 연기로 멱살잡고 캐리했으니 망정이지 ㅎㅎ 캐스팅빨로 400만 본다. 쓰레기영화 ㅎㅎ ,2
52,"화려한 출연진, 믿고보는 이병헌... 근데 감독이... 감독이...설마 설마 했다 역시나... ㅡ,.ㅡ사족으로 미디어에서 북한 좀 그만 봤으면 싶다... 뭐 좋은 거 있다고 그렇게 정의롭고 선하게 표현하나?일본이나 ...",1
53,진심 부칸스럽다. 이런게 우리나라 영화라니 창피하다. ,2
54,한국영화계는 이딴 영화 찍어낼거면 앞으로 어벤져스나 겨울왕국 독과점 논란 얘기도 꺼내지 마라 진짜... 양심이 있으면 영화비 아깝지 않게는 만들어야할거 아니냐 ,1
55,댓글알바.. ,1
56,다른말 안하겠고 그냥 스포당하세요. 볼 이유를 찾기가 힘들다고 밖에 이야기를 못하겠네요. ,1
57,백두산에서 몇백키로떨어진 서울 빌딩들이 다무너질 정도의  지진인데 코앞광산은 하나도안무너지고  그냥 전기만나감 ,1
58,왜 항상 미국이 나쁜놈이야?ㅋㅋㅋ 중국이랑 북한이 나쁜놈이지 ,1
59,감독이 두명이라 그런지 스토리가 몇갈래로 찢어지네요. 거기다가 시시각각으로 포인트 못잡고 쳐대는 조크가 사람 화나게 하는 영화.볼거라곤 배우들 연기력 뿐. 백두산 제대로 터졌다! 어이가 없어서 실소가 터졌다! ,1
60,솔직히 기대이하의 영화입니다... ,6
61,최근 영화 보면 북한에 대한 이미지를 일부러 좋게 하려는거 같아 보인다. 그들은 미사일쏘고 삶은 소대가리라 비웃지만 우리 문화 정치계에선 그들에게 아주 잘 보일라고 발악하는거 같다 ,1
62,0점은 없나요? 부실하고 엉성하고 아주 뻔한 스토리에 배수지의 어색한 연기는 덤 ,1
63,북한 미화 영화네요.. 북한군으로 희생당한 대한민국 국군장병들 생각하며 1점 드립니다. ,1
64,대한민국을 구한 미국은 적이지만 우리국민을 죽인 북한은 친구랑께요??? ㅋㅋ ,1
65,하하하하 돈 날리는 방법도 여러가지 ,1
66,제목은 백두산으로 심각하게 뽑아놓고 감당못해서 개그로 퉁치는 느낌ㅋㅋ 연기 잘하는 배우 백두산폭발이라는 심각한 주제로 포장은 열심히 했는데 까보니 웃음만. 전도연까지 라인업은 맛집인데 조금더 스케일을 키우고 정치도 ...,6
67,아...솔직히 해운대보다 못한 것 같아요;; ,2
68,반미종북국뽕영화 아주 지긋지긋 하다.. ,2
69,차라리 백두산이 마동석한테 맞아서 터진게 더 재밌을듯 ,1
70,뻔한 내용이라도 이따위로 밖에 못하나 ,1
71,스토리가  그렇게 없었나?아마게돈이랑 더락을  합쳐놓았네배우들이 아깝다 ,2
72,중간에 뻔한 스토리로 감 ,6
73,영화 끝나고 남는 여운이란게 없음. 아~~무생각도 안남 ㅋㅋㅋ ,5
74,저는 재미없다고 느꼈습니다.. ,4
75,이도저도 아닌 애매한 영화 ,4
76,정치적이고 한심한 영화 ,1
